userid,floorid,timestamp,azimut,pitch,roll
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793693,-1.0171998,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793715,1.9767963,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793726,2.0941565,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793734,2.0243442,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793746,2.0373328,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793755,2.1113763,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793766,2.0927348,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793773,1.9548496,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793786,1.9074035,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793794,2.0825026,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793805,2.0563953,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793814,1.8881577,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793825,1.9840136,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793836,2.1166062,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793846,2.1071823,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793857,1.9570832,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793866,1.9507439,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793874,1.9708966,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793885,1.9486806,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793894,2.0054212,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793904,1.9973334,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793914,2.030583,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793923,2.0581515,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793936,2.136838,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793943,2.1268451,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793957,2.0392866,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793964,2.0488951,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793976,2.0301077,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793983,2.0311208,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793995,1.9657698,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794003,1.9328831,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794016,2.1325538,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794024,2.1235309,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794036,2.1750698,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794042,2.1642373,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794057,2.005962,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794062,1.9418339,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794076,2.0542781,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794081,2.0447168,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794096,1.9180967,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794101,1.904771,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794116,2.1022532,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794121,2.0343497,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794137,2.021416,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794140,2.041675,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794156,2.0102432,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794160,2.0192327,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794176,2.1600626,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794179,2.1475704,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794196,2.1077867,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794199,2.1305957,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794217,2.0283394,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794220,1.9651741,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794239,2.1161292,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794240,2.161467,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794259,2.1408396,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794259,2.093766,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794278,2.11804,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794278,2.2123039,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794299,2.2590659,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794299,2.3577447,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794318,2.2511542,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794319,2.2140272,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794340,2.0966887,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794342,2.1504543,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794359,2.0784588,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794360,2.0251086,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794377,2.028308,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794378,2.046162,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794398,1.9522738,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794400,2.0285957,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794421,2.007757,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794422,1.933805,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794436,1.9432458,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794438,2.1771376,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794456,2.2073963,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794458,2.1638966,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794476,2.2523022,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794479,2.1341534,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794496,2.160922,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794499,2.2543323,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794516,2.2883635,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794519,2.282932,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794535,2.2492802,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794539,2.289482,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794555,2.208451,0.0,0.0
