userid,floorid,timestamp,gyro_x,gyro_y,gyro_z
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602051,0.016723633,-0.0032043457,0.03451538
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602090,-0.052520752,-0.047943115,0.03451538
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602110,-0.025878906,-0.042617798,0.023864746
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602128,-0.0152282715,-0.017044067,0.01109314
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602148,0.005004883,0.004257202,-0.0027618408
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602167,0.023117065,0.02130127,-0.010223389
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602187,0.009262085,0.03515625,-0.02619934
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602206,-0.006713867,0.03727722,-0.03152466
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602228,-0.0077819824,0.017044067,-0.021942139
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602246,-0.010971069,-0.0010681152,-0.014480591
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602265,-0.03866577,0.0063934326,-0.018737793
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602286,-0.049316406,0.029830933,-0.016616821
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602305,-0.04399109,0.03515625,-0.015548706
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602326,-0.035476685,0.02130127,-0.03578186
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602344,-0.023757935,0.012786865,-0.04324341
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602364,-0.0013885498,0.031951904,-0.025131226
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602384,0.012466431,0.04260254,-0.015548706
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602403,0.0039367676,0.012786865,-0.015548706
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602423,-0.025878906,0.0,-0.0016937256
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602442,-0.06956482,0.046875,-0.021942139
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602463,-0.06529236,0.0745697,-0.046432495
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602482,-0.02482605,0.07029724,-0.03791809
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602502,0.02204895,0.05857849,-0.042175293
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602522,0.056137085,0.0234375,-0.04963684
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602542,0.030578613,0.012786865,-0.017669678
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602561,-0.0045776367,0.020233154,0.016418457
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602581,-0.002456665,0.019165039,0.047302246
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602600,0.006072998,0.017044067,0.026000977
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602620,0.018859863,0.05645752,4.272461E-4
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602640,0.032699585,0.08201599,0.0036315918
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058602662,0.025253296,0.080963135,0.0025634766
