userid,floorid,timestamp,magn_x,magn_y,magn_z
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124096,32.49359,-16.74347,-30.769348
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124125,-9.205627,-8.943176,-43.218994
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124146,-8.755493,-6.993103,-42.16919
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124169,-8.006287,-6.993103,-44.569397
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124188,-9.056091,-6.993103,-44.569397
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124208,-10.255432,-7.4432373,-43.519592
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124229,-8.906555,-8.493042,-43.218994
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124247,-8.605957,-8.192444,-43.519592
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124267,-6.655884,-8.042908,-43.818665
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124288,-7.255554,-8.792114,-43.818665
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124307,-8.906555,-7.8933716,-43.969727
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124327,-7.7056885,-6.993103,-44.569397
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124347,-7.7056885,-6.2423706,-44.86847
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124368,-7.8567505,-7.4432373,-45.01953
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124388,-6.80542,-7.142639,-44.2688
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124409,-8.605957,-8.192444,-43.519592
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124430,-7.8567505,-6.3934326,-43.218994
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124450,-7.106018,-7.142639,-43.969727
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124468,-7.7056885,-6.5429688,-43.36853
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124489,-9.056091,-7.2921753,-43.818665
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124508,-8.755493,-7.5927734,-42.91992
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124528,-8.305359,-6.5429688,-44.119263
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124548,-8.605957,-7.4432373,-45.01953
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124569,-7.255554,-7.2921753,-44.119263
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124590,-7.8567505,-6.692505,-45.01953
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124609,-7.106018,-6.3934326,-44.718933
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124629,-7.8567505,-7.4432373,-43.519592
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124649,-8.155823,-6.692505,-44.2688
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124670,-7.8567505,-7.8933716,-43.519592
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124693,-9.805298,-7.2921753,-44.569397
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124711,-7.5561523,-6.3934326,-43.218994
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124730,-7.7056885,-5.7922363,-42.91992
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124750,-7.5561523,-6.0928345,-42.76886
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124771,-7.8567505,-7.142639,-44.718933
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124792,-7.255554,-7.5927734,-44.569397
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124810,-9.205627,-6.3934326,-44.2688
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124831,-8.755493,-6.2423706,-44.119263
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124852,-7.7056885,-7.2921753,-44.86847
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124871,-8.755493,-4.7424316,-44.86847
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124892,-7.7056885,-6.2423706,-44.119263
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124911,-7.8567505,-6.0928345,-42.469788
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058124931,-8.605957,-6.692505,-44.2688
