userid,floorid,timestamp,magn_x,magn_y,magn_z
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793693,32.644653,17.45758,-45.469666
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793715,-9.655762,-7.4432373,-43.969727
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793734,-10.705566,-7.142639,-42.019653
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793755,-9.805298,-7.5927734,-42.619324
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793773,-10.105896,-6.2423706,-42.91992
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793794,-9.056091,-7.2921753,-43.36853
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793814,-8.155823,-5.6427,-42.469788
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793836,-9.205627,-7.142639,-41.719055
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793857,-9.95636,-6.3934326,-43.969727
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793874,-8.906555,-6.0928345,-43.519592
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793894,-10.255432,-7.142639,-42.469788
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793914,-9.056091,-6.993103,-43.818665
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793936,-8.755493,-7.5927734,-42.16919
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793957,-10.105896,-7.2921753,-42.16919
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793976,-9.805298,-6.993103,-43.818665
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058793995,-9.506226,-6.2423706,-42.91992
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794016,-9.805298,-8.042908,-43.36853
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794036,-9.506226,-8.343506,-42.16919
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794057,-10.255432,-7.142639,-44.2688
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794076,-9.95636,-7.8933716,-43.519592
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794096,-10.255432,-7.142639,-42.76886
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794116,-8.305359,-7.5927734,-43.818665
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794137,-9.95636,-8.192444,-42.469788
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794156,-8.755493,-7.2921753,-43.36853
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794176,-8.605957,-9.242249,-43.218994
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794196,-9.506226,-9.092712,-42.16919
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794217,-10.55603,-8.343506,-41.86859
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794239,-8.755493,-8.792114,-41.86859
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794259,-8.755493,-8.792114,-44.569397
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794278,-9.056091,-9.092712,-42.91992
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794299,-8.605957,-9.242249,-40.96985
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794318,-9.655762,-8.943176,-42.019653
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794342,-9.95636,-9.692383,-40.96985
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794360,-9.805298,-9.092712,-42.619324
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794378,-10.705566,-9.692383,-41.719055
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794400,-9.056091,-9.843445,-41.418457
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794422,-8.755493,-9.393311,-43.36853
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794438,-7.8567505,-9.992981,-40.96985
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794458,-9.056091,-10.592651,-41.86859
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794479,-8.906555,-9.242249,-41.719055
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794499,-8.755493,-10.142517,-41.418457
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794519,-8.906555,-10.292053,-42.76886
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794539,-9.506226,-11.192322,-41.119385
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794559,-8.305359,-10.142517,-41.86859
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794581,-9.506226,-10.142517,-42.91992
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794600,-9.805298,-11.192322,-43.36853
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794619,-8.155823,-11.793518,-42.76886
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794640,-9.056091,-10.8932495,-42.619324
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794660,-8.906555,-10.292053,-42.469788
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794680,-9.056091,-10.592651,-42.91992
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794701,-9.056091,-10.8932495,-42.619324
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794721,-8.006287,-10.592651,-42.619324
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794741,-7.5561523,-9.692383,-42.76886
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794761,-8.906555,-9.242249,-42.019653
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794781,-7.255554,-10.592651,-41.418457
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794801,-8.605957,-10.292053,-42.019653
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794821,-8.305359,-9.843445,-41.418457
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794842,-8.006287,-9.843445,-43.36853
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794861,-8.155823,-9.692383,-43.218994
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794881,-7.255554,-11.192322,-42.91992
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794902,-8.305359,-11.192322,-41.418457
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794922,-7.8567505,-11.49292,-42.019653
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794942,-7.7056885,-10.592651,-43.818665
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794962,-8.605957,-11.042786,-42.469788
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058794983,-7.7056885,-10.8932495,-41.86859
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795003,-8.006287,-11.192322,-42.619324
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795023,-8.605957,-11.793518,-42.019653
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795043,-7.255554,-11.943054,-41.418457
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795063,-9.506226,-11.192322,-41.418457
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795083,-6.80542,-11.042786,-42.469788
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795104,-7.8567505,-11.042786,-41.719055
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795124,-6.80542,-10.7421875,-43.218994
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795144,-6.3568115,-11.042786,-41.26892
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795164,-8.006287,-9.092712,-41.119385
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795184,-6.956482,-11.943054,-41.418457
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795204,-7.8567505,-10.7421875,-42.76886
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795225,-8.755493,-11.192322,-43.36853
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795245,-7.255554,-11.943054,-41.119385
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795266,-8.006287,-13.142395,-43.36853
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795285,-7.5561523,-11.49292,-43.519592
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795305,-6.956482,-11.192322,-42.16919
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795325,-7.106018,-11.042786,-42.019653
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795345,-8.755493,-11.192322,-42.619324
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795364,-7.7056885,-12.393188,-42.91992
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795384,-8.605957,-12.09259,-41.719055
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795405,-8.755493,-11.642456,-41.119385
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795426,-7.8567505,-12.09259,-42.019653
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795446,-8.006287,-11.192322,-42.16919
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795466,-7.5561523,-9.692383,-42.76886
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795486,-7.5561523,-10.292053,-41.26892
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795507,-8.605957,-11.49292,-41.26892
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795528,-8.155823,-9.992981,-42.469788
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795546,-6.3568115,-11.042786,-40.96985
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795567,-8.605957,-11.49292,-41.719055
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795586,-7.5561523,-10.7421875,-41.719055
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795607,-7.5561523,-10.292053,-41.26892
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795627,-8.155823,-11.49292,-40.519714
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795647,-6.3568115,-12.09259,-41.719055
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795667,-7.8567505,-10.7421875,-41.719055
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795687,-8.605957,-11.042786,-40.96985
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795708,-8.755493,-10.8932495,-43.36853
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795728,-8.605957,-10.7421875,-42.469788
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795748,-7.8567505,-9.692383,-42.019653
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795768,-8.006287,-11.642456,-41.418457
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795788,-8.906555,-12.542725,-40.96985
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795808,-9.205627,-10.7421875,-41.719055
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795828,-9.506226,-10.8932495,-42.619324
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795849,-8.605957,-11.49292,-41.719055
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795869,-7.7056885,-11.192322,-42.16919
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520058795889,-9.506226,-10.592651,-40.66925
