Error(m)
0.0
0.08
0.128
0.192
0.224
0.281
0.349
0.409
0.473
0.526
0.58
0.625
0.608
1.133
1.273
1.297
1.339
1.367
1.374
1.415
1.485
1.497
1.536
1.594
1.632
1.657
1.672
1.694
1.747
1.767
1.797
1.826
1.846
1.869
1.912
1.943
1.975
2.013
2.041
2.08
2.079
2.127
2.166
2.209
2.268
2.314
2.358
2.368
2.386
2.372
2.39
2.407
2.43
2.45
2.489
2.51
2.525
2.558
2.602
2.601
2.653
2.689
2.71
2.742
2.727
2.757
2.789
2.81
2.826
2.833
2.856
2.899
2.91
2.967
2.979
2.294
1.973
1.838
1.805
1.776
1.736
1.705
1.671
1.652
1.651
1.59
1.594
1.527
1.491
1.432
1.369
1.329
1.256
1.225
1.203
1.151
1.141
1.139
1.128
1.129
1.151
1.183
1.175
1.211
1.239
1.256
1.317
1.389
1.454
1.506
1.561
1.623
1.669
1.778
1.859
1.227
0.378
1.217
1.496
1.584
1.569
1.565
1.53
1.5
1.457
1.458
1.425
1.39
1.4
1.404
1.39
1.395
1.38
1.417
1.42
1.415
1.429
1.433
1.479
1.501
1.494
1.547
1.542
1.58
1.607
1.614
1.664
1.652
1.686
1.683
1.722
1.71
1.699
1.709
1.738
1.729
1.751
1.443
1.435
1.439
1.455
1.469
1.489
1.491
1.493
1.541
1.57
1.584
1.633
1.664
1.673
1.702
1.767
1.807
1.843
1.876
1.897
1.953
2.001
2.031
2.113
2.146
2.196
2.244
2.294
2.348
2.365
2.453
2.482
2.585
2.655
2.694
2.763
2.833
2.874
2.961
3.019
3.104
3.16
3.237
3.288
3.336
3.368
3.462
3.506
3.604
3.643
3.68
3.741
3.818
3.846
3.913
3.993
4.029
4.066
4.104
4.177
4.185
4.26
3.494
3.211
3.223
3.278
3.317
3.337
3.371
3.409
3.457
3.484
3.448
3.48
