Error(m)
0.814
0.707
0.633
0.557
0.438
0.367
0.287
0.195
0.159
0.105
0.047
0.01
0.033
0.083
0.162
0.207
0.274
0.32
0.406
0.481
0.573
0.673
0.775
0.876
0.981
1.117
1.235
1.357
1.495
1.606
1.738
1.88
2.012
2.103
2.252
2.409
2.568
2.733
2.882
3.013
3.187
3.481
3.301
3.152
2.955
2.785
2.649
2.482
2.357
2.23
2.073
1.969
1.836
1.734
1.66
1.601
1.484
1.43
1.388
1.323
1.271
1.202
1.176
1.136
1.087
1.056
1.026
0.982
0.903
0.88
0.837
0.83
0.783
0.742
0.757
0.719
0.726
0.775
0.814
0.889
0.931
1.001
1.053
1.135
1.218
1.277
1.35
1.461
1.535
1.597
1.653
1.715
1.791
0.497
0.478
0.452
0.458
0.456
0.486
0.508
0.564
0.581
0.613
0.611
0.676
0.682
0.659
0.699
0.739
0.696
0.711
0.73
0.734
0.762
0.018
0.017
0.039
0.033
0.041
0.075
0.134
0.194
0.227
0.284
0.345
0.381
0.458
0.496
0.587
0.66
0.723
0.79
0.855
0.923
0.81
0.727
0.647
0.556
0.521
0.429
0.346
0.3
0.272
0.229
0.196
0.169
0.139
0.125
0.106
0.086
0.059
0.061
0.026
0.004
0.024
0.048
0.1
0.163
0.231
0.3
0.389
0.48
0.564
0.641
0.716
0.824
0.923
1.012
1.106
1.162
1.285
1.386
1.503
1.586
1.748
1.848
1.988
2.118
2.23
2.371
2.519
2.663
2.82
2.93
2.883
2.749
2.636
2.513
2.393
2.308
2.2
2.109
2.022
1.927
1.812
1.736
1.679
1.599
1.526
1.459
1.43
1.347
1.279
1.243
1.198
1.161
1.114
1.081
1.04
1.007
0.965
0.923
0.866
0.85
0.816
0.782
0.763
0.79
0.817
0.868
0.923
0.992
1.069
1.174
1.249
1.348
1.431
1.545
1.279
