Error(m)
0.55
0.563
0.563
0.563
0.573
0.555
0.562
0.585
0.608
0.646
0.703
0.753
0.782
0.831
0.882
0.904
0.937
0.964
1.005
1.052
1.1
1.151
1.188
1.237
1.302
1.349
1.377
1.442
1.539
1.597
1.676
1.75
1.817
1.91
1.958
2.055
2.07
2.124
2.192
2.266
2.318
2.361
2.448
2.487
1.056
0.999
1.011
0.964
0.926
0.874
0.836
0.814
0.793
0.757
0.733
0.73
0.67
0.639
0.62
0.576
0.522
0.459
0.458
0.417
0.367
0.341
0.316
0.255
0.188
0.146
0.099
0.082
0.035
0.007
0.01
0.041
0.064
0.061
0.137
0.191
0.265
0.287
0.332
0.327
0.409
0.458
0.484
0.549
0.619
0.675
0.695
0.705
0.741
0.758
0.76
0.758
0.753
0.727
0.779
0.783
0.808
0.809
0.805
0.764
0.799
0.786
0.793
0.841
0.897
0.864
0.91
0.94
0.961
1.251
1.766
2.014
1.912
1.858
1.813
1.764
1.718
1.713
1.645
1.638
1.633
1.613
1.568
1.541
1.546
1.545
1.527
1.562
1.558
1.538
1.463
1.451
0.543
0.564
0.547
0.589
0.618
0.618
0.61
0.617
0.624
0.623
0.637
0.641
0.653
0.666
0.692
0.693
0.729
0.744
0.74
0.796
0.839
0.87
0.903
0.94
0.988
1.012
1.061
1.127
1.147
1.227
1.273
1.358
1.429
1.444
1.495
1.544
1.59
1.629
1.698
1.758
1.8
1.861
1.901
1.937
1.998
2.069
2.128
2.15
2.218
2.273
2.301
1.038
0.994
0.973
0.932
0.895
0.876
0.833
0.768
0.735
0.722
0.681
0.648
0.614
0.618
0.561
0.513
0.488
0.455
0.43
0.39
0.366
0.329
0.313
0.251
0.201
0.134
0.108
0.069
0.034
0.017
0.046
0.058
0.086
0.137
0.17
0.226
0.268
0.3
0.365
0.483
0.574
0.617
