EX(m),EY(m)
49.196,2.495
49.268,3.24
49.351,3.984
49.432,4.728
49.526,5.471
49.588,6.217
49.662,6.962
49.712,7.708
49.77,8.455
49.782,9.203
49.8,9.951
49.8,10.7
49.051,10.7
48.303,10.678
47.557,10.617
46.81,10.565
46.064,10.506
45.317,10.46
44.572,10.389
43.826,10.328
43.083,10.237
42.339,10.155
41.597,10.056
40.854,9.966
40.114,9.852
39.375,9.733
38.636,9.612
37.895,9.509
37.157,9.383
36.417,9.27
35.678,9.149
34.94,9.028
34.201,8.905
33.46,8.804
32.724,8.663
31.988,8.528
31.255,8.375
30.522,8.224
29.789,8.074
29.054,7.934
28.324,7.768
24.167,7.948
23.44,8.125
22.71,8.292
21.983,8.471
21.255,8.645
20.529,8.827
19.796,8.978
19.061,9.119
18.324,9.25
17.592,9.407
16.856,9.545
16.123,9.694
15.384,9.817
14.642,9.915
13.899,10.003
13.155,10.09
12.41,10.164
11.666,10.246
10.92,10.299
10.174,10.362
9.427,10.41
8.68,10.46
7.932,10.492
7.184,10.523
6.436,10.556
5.689,10.596
4.941,10.632
4.194,10.672
3.445,10.688
2.697,10.706
1.949,10.7
1.2,10.7
1.2,11.449
1.267,12.194
1.381,12.934
1.497,13.673
1.631,14.41
1.736,15.151
1.858,15.89
1.948,16.633
2.028,17.377
2.11,18.121
2.213,18.862
2.313,19.604
2.412,20.346
2.496,21.09
2.602,21.831
2.685,22.575
2.764,23.319
2.822,24.065
2.888,24.811
2.951,25.557
0.879,25.616
0.985,26.357
1.061,27.102
1.154,27.844
1.207,28.591
1.262,29.338
1.312,30.084
1.365,30.831
1.394,31.579
1.424,32.327
1.446,33.075
1.474,33.823
1.459,34.572
1.471,35.32
1.45,36.068
1.441,36.817
1.398,37.564
1.364,38.312
1.313,39.059
1.261,39.805
1.2,40.551
1.2,41.3
1.2,40.551
1.206,39.803
1.203,39.054
1.227,38.306
1.248,37.558
1.301,36.811
1.346,36.064
1.401,35.318
1.458,34.571
1.508,33.824
1.557,33.077
1.617,32.331
1.68,31.585
1.748,30.84
1.809,30.094
1.88,29.349
1.955,28.604
2.014,27.858
2.063,27.111
1.945,25.637
1.855,24.893
1.764,24.151
1.694,23.405
1.619,22.661
1.551,21.915
1.474,21.17
1.424,20.424
1.359,19.678
1.306,18.931
1.255,18.184
1.245,17.436
1.227,16.688
1.215,15.939
1.201,15.191
1.211,14.442
1.211,13.694
1.209,12.945
1.188,12.197
1.2,11.449
1.2,10.7
1.949,10.7
2.695,10.756
3.442,10.807
4.187,10.873
4.933,10.936
5.677,11.017
6.421,11.105
7.166,11.177
7.912,11.236
8.656,11.323
9.401,11.392
10.143,11.487
10.887,11.571
11.631,11.655
12.377,11.719
13.119,11.817
13.861,11.912
14.601,12.025
15.343,12.13
16.08,12.256
16.823,12.347
17.56,12.482
18.298,12.604
19.037,12.722
19.774,12.856
20.512,12.982
21.248,13.115
21.983,13.258
22.722,13.38
26.721,12.78
27.46,12.658
28.196,12.52
28.936,12.411
29.676,12.296
30.417,12.188
31.157,12.076
31.898,11.971
32.639,11.864
33.381,11.767
34.123,11.665
34.866,11.576
35.609,11.483
36.354,11.41
37.098,11.327
37.843,11.259
38.586,11.172
39.332,11.103
40.076,11.027
40.823,10.974
41.57,10.92
42.318,10.896
43.066,10.868
43.814,10.854
44.562,10.819
45.31,10.8
46.058,10.775
46.807,10.751
47.555,10.722
48.303,10.714
49.051,10.7
49.8,10.7
49.8,9.951
49.72,9.207
49.611,8.467
49.459,7.734
49.322,6.998
49.183,6.262
49.069,5.522
48.957,4.782
48.853,4.041
48.731,3.302
48.631,2.561
48.527,1.819
