timestamp,acce_x,acce_y,acce_z
1499000675733,0.01373291,1.2229004,10.162628
1499000675753,-0.025497437,1.1640625,10.162628
1499000675774,0.033340454,1.1640625,9.868423
1499000675795,0.092178345,1.2032928,9.613449
1499000675814,0.15101624,1.2817383,9.535004
1499000675835,0.20986938,1.2032928,9.613449
1499000675855,0.11180115,1.2032928,9.554611
1499000675875,0.092178345,1.1640625,9.535004
1499000675896,0.092178345,1.1640625,9.554611
1499000675915,0.092178345,1.144455,9.574234
1499000675935,-0.0058898926,1.1248322,9.554611
1499000675956,-0.0058898926,1.1640625,9.750748
1499000675979,0.01373291,1.144455,9.927261
1499000675997,-0.04510498,1.1640625,10.005722
1499000676016,-0.06472778,1.1640625,10.044952
1499000676036,-0.025497437,1.18367,9.966492
1499000676056,-0.04510498,1.2229004,9.927261
1499000676078,0.033340454,1.2817383,9.907654
1499000676097,0.15101624,1.2425232,9.809586
1499000676116,0.17063904,1.2621307,9.73114
1499000676137,0.11180115,1.2621307,9.633072
1499000676158,0.01373291,1.2229004,9.593842
1499000676177,-0.04510498,1.2229004,9.633072
1499000676198,-0.20201111,1.18367,9.750748
1499000676239,-0.30007935,1.1640625,9.907654
1499000676240,-0.24124146,1.0856171,9.848816
1499000676258,-0.20201111,1.0856171,9.829208
1499000676279,-0.18240356,1.144455,9.868423
1499000676299,-0.08433533,1.1052246,9.966492
1499000676319,-0.025497437,1.0659943,9.966492
1499000676340,0.11180115,1.1248322,9.907654
1499000676359,0.0725708,1.0856171,9.829208
1499000676379,0.033340454,1.1248322,9.770355
1499000676400,0.052947998,1.1052246,9.652679
1499000676419,0.092178345,1.1052246,9.652679
1499000676439,0.052947998,1.0659943,9.672302
1499000676459,0.01373291,1.0463867,9.789978
1499000676479,-0.025497437,1.1248322,9.69191
1499000676500,0.01373291,1.2621307,9.672302
1499000676520,-0.025497437,1.2817383,9.633072
1499000676540,-0.08433533,1.2621307,9.69191
1499000676560,-0.20201111,1.2229004,9.750748
1499000676581,-0.08433533,1.2621307,9.868423
1499000676602,0.15101624,1.1640625,10.06456
1499000676621,0.24908447,1.0267639,10.162628
1499000676641,0.22947693,0.85025024,10.2018585
1499000676661,0.17063904,0.8698578,10.005722
1499000676681,0.0725708,0.90908813,9.73114
1499000676702,-0.08433533,0.85025024,9.613449
1499000676753,-0.24124146,0.752182,9.789978
1499000676754,-0.30007935,0.752182,9.770355
1499000676761,-0.3393097,0.8306427,9.652679
1499000676782,-0.31970215,0.85025024,9.633072
1499000676804,-0.20201111,0.9286957,9.750748
1499000676823,-0.16279602,0.967926,9.809586
1499000676843,-0.06472778,1.0463867,9.750748
1499000676863,0.0725708,1.1052246,9.809586
1499000676884,0.11180115,1.1052246,9.888046
1499000676905,0.19024658,1.1052246,9.966492
1499000676924,0.19024658,1.144455,9.888046
1499000676944,0.17063904,1.18367,9.888046
1499000676966,0.15101624,1.2425232,9.888046
1499000676985,0.13140869,1.1640625,9.829208
1499000677005,0.13140869,1.1248322,9.73114
1499000677024,0.0725708,1.0463867,9.789978
1499000677045,0.033340454,1.0071564,9.868423
1499000677066,0.033340454,1.0659943,9.809586
1499000677085,0.01373291,1.1052246,9.73114
1499000677106,0.092178345,1.144455,9.73114
1499000677128,0.0725708,1.1052246,9.69191
1499000677146,-0.04510498,1.144455,9.750748
1499000677166,-0.0058898926,1.18367,9.73114
1499000677186,0.052947998,1.2032928,9.829208
1499000677241,0.01373291,1.2229004,9.829208
1499000677242,0.052947998,1.2229004,9.809586
1499000677245,0.092178345,1.2425232,9.829208
1499000677265,0.01373291,1.2425232,9.789978
1499000677285,-0.0058898926,1.2032928,9.829208
1499000677306,-0.04510498,1.2032928,9.848816
1499000677325,-0.04510498,1.18367,9.868423
1499000677346,-0.10395813,1.1248322,9.809586
1499000677366,-0.025497437,1.18367,9.770355
1499000677385,-0.06472778,1.1640625,9.750748
1499000677407,-0.025497437,1.1640625,9.711517
1499000677426,0.092178345,1.2032928,9.789978
1499000677446,0.11180115,1.2032928,9.809586
1499000677467,0.052947998,1.1640625,9.848816
1499000677486,-0.025497437,1.1640625,9.868423
1499000677508,-0.0058898926,1.1052246,9.888046
1499000677526,-0.06472778,1.0463867,9.868423
1499000677547,-0.04510498,1.0659943,9.770355
1499000677567,-0.08433533,1.0659943,9.73114
1499000677588,-0.08433533,1.0267639,9.829208
1499000677608,-0.10395813,1.0267639,9.848816
1499000677627,-0.04510498,1.0856171,9.829208
1499000677647,-0.04510498,1.0856171,9.750748
1499000677667,-0.08433533,1.0659943,9.672302
1499000677688,-0.06472778,1.1052246,9.652679
1499000677719,-0.08433533,1.1640625,9.789978
1499000677728,-0.06472778,1.1248322,9.73114
1499000677748,-0.04510498,1.18367,9.672302
1499000677768,0.052947998,1.2425232,9.672302
1499000677788,0.13140869,1.2817383,9.652679
1499000677810,0.17063904,1.360199,9.633072
1499000677828,0.11180115,1.3405762,9.73114
1499000677848,0.052947998,1.3209686,9.809586
1499000677870,0.01373291,1.3209686,9.789978
1499000677889,-0.04510498,1.2621307,9.848816
1499000677909,-0.08433533,1.2229004,9.927261
1499000677936,-0.123565674,1.2621307,9.927261
1499000677949,-0.14317322,1.2425232,9.907654
1499000677981,-0.10395813,1.2817383,9.907654
1499000677989,-0.10395813,1.2817383,9.848816
1499000678010,-0.10395813,1.3013611,9.750748
1499000678030,-0.123565674,1.3209686,9.711517
1499000678050,-0.123565674,1.2621307,9.770355
1499000678070,-0.10395813,1.2817383,9.73114
1499000678091,-0.123565674,1.18367,9.73114
1499000678112,-0.18240356,1.1640625,9.789978
1499000678131,-0.14317322,1.1640625,9.829208
1499000678151,-0.20201111,1.18367,9.829208
1499000678171,-0.18240356,1.2032928,9.750748
1499000678192,-0.08433533,1.2032928,9.711517
1499000678221,-0.06472778,1.2621307,9.69191
1499000678231,-0.10395813,1.2229004,9.789978
1499000678251,-0.08433533,1.3209686,9.809586
1499000678272,-0.08433533,1.3013611,9.829208
1499000678292,-0.08433533,1.3013611,9.770355
1499000678312,-0.10395813,1.2425232,9.829208
1499000678334,-0.14317322,1.2621307,9.73114
1499000678352,-0.123565674,1.2229004,9.770355
1499000678372,-0.123565674,1.2621307,9.73114
1499000678392,-0.123565674,1.2621307,9.789978
1499000678413,-0.10395813,1.2621307,9.73114
1499000678433,-0.14317322,1.2621307,9.750748
1499000678453,-0.14317322,1.3013611,9.750748
1499000678472,-0.08433533,1.2229004,9.770355
1499000678493,-0.10395813,1.2425232,9.789978
1499000678513,-0.14317322,1.2032928,9.848816
1499000678533,-0.18240356,1.2229004,9.809586
1499000678553,-0.08433533,1.2817383,9.789978
1499000678573,-0.06472778,1.2229004,9.848816
1499000678593,-0.06472778,1.2425232,9.829208
1499000678614,-0.06472778,1.2621307,9.829208
1499000678633,-0.10395813,1.2032928,9.868423
1499000678654,-0.08433533,1.18367,9.888046
1499000678674,-0.04510498,1.2229004,9.829208
1499000678694,-0.025497437,1.2425232,9.73114
1499000678715,-0.08433533,1.2229004,9.73114
1499000678735,-0.08433533,1.2425232,9.593842
1499000678757,-0.16279602,1.2425232,9.574234
1499000678776,-0.16279602,1.2229004,9.770355
1499000678796,-0.18240356,1.18367,9.809586
1499000678817,-0.16279602,1.2032928,9.809586
1499000678836,-0.14317322,1.144455,9.848816
1499000678856,-0.14317322,1.18367,9.829208
1499000678878,-0.06472778,1.2621307,9.750748
1499000678897,-0.10395813,1.2817383,9.633072
1499000678917,-0.22163391,1.3013611,9.515396
1499000678940,-0.30007935,1.3209686,9.476166
1499000678959,-0.2804718,1.3405762,9.495773
1499000678979,-0.31970215,1.3013611,9.554611
1499000678998,-0.43737793,1.3209686,9.711517
1499000679019,-0.47660828,1.3013611,9.69191
1499000679038,-0.5550537,1.360199,9.593842
1499000679059,-0.53544617,1.4386444,9.476166
1499000679079,-0.51582336,1.4778748,9.436935
1499000679099,-0.4177704,1.575943,9.476166
1499000679119,-0.30007935,1.6347809,9.476166
1499000679139,-0.2804718,1.6543884,9.613449
1499000679159,-0.2804718,1.6543884,9.672302
1499000679179,-0.30007935,1.5367126,9.750748
1499000679200,-0.30007935,1.5171051,9.750748
1499000679232,-0.3393097,1.4386444,9.907654
1499000679239,-0.35891724,1.3013611,9.9861145
1499000679258,-0.2804718,1.2621307,10.123398
1499000679279,-0.20201111,1.2032928,10.10379
1499000679299,-0.06472778,1.1640625,10.10379
1499000679321,0.13140869,1.2425232,9.829208
1499000679341,0.4256134,1.360199,9.515396
1499000679361,0.58251953,1.4582672,9.417328
1499000679381,0.5628967,1.4778748,9.456543
1499000679401,0.44522095,1.4190369,9.652679
1499000679422,0.5432892,1.3209686,9.750748
1499000679441,0.58251953,1.2425232,9.927261
1499000679461,0.50405884,1.2229004,9.9861145
1499000679481,0.32754517,1.3013611,10.06456
1499000679502,0.28831482,1.5171051,9.750748
1499000679521,0.22947693,1.6936188,9.240799
1499000679542,0.11180115,1.9289856,8.868149
1499000679561,-0.025497437,2.0270538,8.907379
1499000679583,-0.08433533,2.0466614,9.1623535
1499000679603,-0.025497437,2.1447296,9.35849
1499000679623,0.11180115,2.2035675,9.378098
1499000679643,0.28831482,2.2624054,9.515396
1499000679663,0.4059906,2.18396,9.73114
1499000679683,0.58251953,2.2035675,9.927261
1499000679703,0.73942566,2.1643372,10.299927
1499000679741,0.58251953,2.066269,10.672577
1499000679742,0.30792236,1.9289856,11.1236725
1499000679762,0.11180115,1.8701477,11.359039
1499000679783,0.0725708,1.8701477,11.476715
1499000679803,0.092178345,1.8309174,11.496338
1499000679825,0.20986938,1.6936188,11.260971
1499000679844,0.24908447,1.6151733,10.986389
1499000679864,0.11180115,1.3994293,10.829483
1499000679884,-0.14317322,0.967926,10.790253
1499000679905,-0.35891724,0.51683044,11.202133
1499000679925,-0.65312195,0.10494995,11.417877
1499000679945,-1.0061646,-0.051956177,11.084457
1499000679965,-1.3199768,0.04611206,10.339142
1499000679985,-1.418045,0.28146362,9.574234
1499000680005,-1.3003693,0.37953186,9.299637
1499000680026,-1.1630707,0.28146362,9.417328
1499000680046,-1.0061646,0.18339539,9.574234
1499000680066,-0.71195984,0.22262573,9.35849
