Time(ms),Time(s),acce_x,acce_y,acce_z
1499000677828, 22755.167341872002, 0.11180115, 1.3405762, 9.73114
1499000677848, 22755.187513991, 0.052947998, 1.3209686, 9.809586
1499000677870, 22755.207655592003, 0.01373291, 1.3209686, 9.789978
1499000677889, 22755.227766676002, -0.04510498, 1.2621307, 9.848816
1499000677909, 22755.247938795, -0.08433533, 1.2229004, 9.927261
1499000677936, 22755.268080397, -0.123565674, 1.2621307, 9.927261
1499000677949, 22755.288221998002, -0.14317322, 1.2425232, 9.907654
1499000677981, 22755.308333082, -0.10395813, 1.2817383, 9.907654
1499000677989, 22755.328474684, -0.10395813, 1.2817383, 9.848816
1499000678010, 22755.348646803002, -0.10395813, 1.3013611, 9.750748
1499000678030, 22755.368788405, -0.123565674, 1.3209686, 9.711517
1499000678050, 22755.388899489, -0.123565674, 1.2621307, 9.770355
1499000678070, 22755.409071608003, -0.10395813, 1.2817383, 9.73114
1499000678091, 22755.429182692, -0.123565674, 1.18367, 9.73114
1499000678112, 22755.449324293, -0.18240356, 1.1640625, 9.789978
1499000678131, 22755.469465895003, -0.14317322, 1.1640625, 9.829208
1499000678151, 22755.489638014, -0.20201111, 1.18367, 9.829208
1499000678171, 22755.509779616, -0.18240356, 1.2032928, 9.750748
1499000678192, 22755.5298907, -0.08433533, 1.2032928, 9.711517
1499000678221, 22755.550062819002, -0.06472778, 1.2621307, 9.69191
1499000678231, 22755.570173903, -0.10395813, 1.2229004, 9.789978
1499000678251, 22755.590315504003, -0.08433533, 1.3209686, 9.809586
1499000678272, 22755.610457106002, -0.08433533, 1.3013611, 9.829208
1499000678292, 22755.630598707, -0.08433533, 1.3013611, 9.770355
1499000678312, 22755.650740309, -0.10395813, 1.2425232, 9.829208
1499000678334, 22755.670912428002, -0.14317322, 1.2621307, 9.73114
1499000678352, 22755.691023512, -0.123565674, 1.2229004, 9.770355
1499000678372, 22755.711195631, -0.123565674, 1.2621307, 9.73114
1499000678392, 22755.731306715003, -0.123565674, 1.2621307, 9.789978
1499000678413, 22755.751478834, -0.10395813, 1.2621307, 9.73114
1499000678433, 22755.771589918, -0.14317322, 1.2621307, 9.750748
1499000678453, 22755.791731520003, -0.14317322, 1.3013611, 9.750748
1499000678472, 22755.811873122002, -0.08433533, 1.2229004, 9.770355
1499000678493, 22755.832014723, -0.10395813, 1.2425232, 9.789978
1499000678513, 22755.852156325, -0.14317322, 1.2032928, 9.848816
1499000678533, 22755.872297926002, -0.18240356, 1.2229004, 9.809586
1499000678553, 22755.892439528, -0.08433533, 1.2817383, 9.789978
1499000678573, 22755.912581129003, -0.06472778, 1.2229004, 9.848816
1499000678593, 22755.932722731002, -0.06472778, 1.2425232, 9.829208
1499000678614, 22755.95289485, -0.06472778, 1.2621307, 9.829208
1499000678633, 22755.973005934, -0.10395813, 1.2032928, 9.868423
1499000678654, 22755.993147536003, -0.08433533, 1.18367, 9.888046
1499000678674, 22756.013289137, -0.04510498, 1.2229004, 9.829208
1499000678694, 22756.033430739, -0.025497437, 1.2425232, 9.73114
1499000678715, 22756.053572340003, -0.08433533, 1.2229004, 9.73114
1499000678735, 22756.073744459, -0.08433533, 1.2425232, 9.593842
1499000678757, 22756.093855543, -0.16279602, 1.2425232, 9.574234
1499000678776, 22756.114027663003, -0.16279602, 1.2229004, 9.770355
1499000678796, 22756.134138747002, -0.18240356, 1.18367, 9.809586
1499000678817, 22756.154280348, -0.16279602, 1.2032928, 9.809586
1499000678836, 22756.174452467003, -0.14317322, 1.144455, 9.848816
1499000678856, 22756.194563551002, -0.14317322, 1.18367, 9.829208
1499000678878, 22756.21473567, -0.06472778, 1.2621307, 9.750748
1499000678897, 22756.234877272, -0.10395813, 1.2817383, 9.633072
1499000678917, 22756.255018873002, -0.22163391, 1.3013611, 9.515396
1499000678940, 22756.275160475, -0.30007935, 1.3209686, 9.476166
1499000678959, 22756.295271559, -0.2804718, 1.3405762, 9.495773
1499000678979, 22756.315443678002, -0.31970215, 1.3013611, 9.554611
1499000678998, 22756.335554762, -0.43737793, 1.3209686, 9.711517
1499000679019, 22756.355726881, -0.47660828, 1.3013611, 9.69191
1499000679038, 22756.375899000002, -0.5550537, 1.360199, 9.593842
1499000679059, 22756.395979567, -0.53544617, 1.4386444, 9.476166
1499000679079, 22756.416151686, -0.51582336, 1.4778748, 9.436935
1499000679099, 22756.436262770003, -0.4177704, 1.575943, 9.476166
1499000679119, 22756.456434889, -0.30007935, 1.6347809, 9.476166
1499000679139, 22756.476576491, -0.2804718, 1.6543884, 9.613449
1499000679159, 22756.496718092003, -0.2804718, 1.6543884, 9.672302
1499000679179, 22756.516859694002, -0.30007935, 1.5367126, 9.750748
1499000679200, 22756.536970778, -0.30007935, 1.5171051, 9.750748
1499000679232, 22756.557112379003, -0.3393097, 1.4386444, 9.907654
1499000679239, 22756.577284498002, -0.35891724, 1.3013611, 9.9861145
1499000679258, 22756.5974261, -0.2804718, 1.2621307, 10.123398
1499000679279, 22756.617537184, -0.20201111, 1.2032928, 10.10379
1499000679299, 22756.637709303002, -0.06472778, 1.1640625, 10.10379
1499000679321, 22756.657850905, 0.13140869, 1.2425232, 9.829208
1499000679341, 22756.677992506, 0.4256134, 1.360199, 9.515396
1499000679361, 22756.698103590003, 0.58251953, 1.4582672, 9.417328
1499000679381, 22756.718275709, 0.5628967, 1.4778748, 9.456543
1499000679401, 22756.738386793, 0.44522095, 1.4190369, 9.652679
1499000679422, 22756.758558913003, 0.5432892, 1.3209686, 9.750748
1499000679441, 22756.778669997002, 0.58251953, 1.2425232, 9.927261
1499000679461, 22756.798842116, 0.50405884, 1.2229004, 9.9861145
1499000679481, 22756.8189532, 0.32754517, 1.3013611, 10.06456
1499000679502, 22756.839125319002, 0.28831482, 1.5171051, 9.750748
1499000679521, 22756.859236403, 0.22947693, 1.6936188, 9.240799
1499000679542, 22756.879439039003, 0.11180115, 1.9289856, 8.868149
1499000679561, 22756.899519606002, -0.025497437, 2.0270538, 8.907379
1499000679583, 22756.919691725, -0.08433533, 2.0466614, 9.1623535
1499000679603, 22756.939802809, -0.025497437, 2.1447296, 9.35849
1499000679623, 22756.959974928002, 0.11180115, 2.2035675, 9.378098
1499000679643, 22756.98011653, 0.28831482, 2.2624054, 9.515396
1499000679663, 22757.000258131, 0.4059906, 2.18396, 9.73114
1499000679683, 22757.020369215003, 0.58251953, 2.2035675, 9.927261
1499000679703, 22757.040541334, 0.73942566, 2.1643372, 10.299927
1499000679741, 22757.060682936, 0.58251953, 2.066269, 10.672577
1499000679742, 22757.080824538003, 0.30792236, 1.9289856, 11.1236725
1499000679762, 22757.100935622002, 0.11180115, 1.8701477, 11.359039
1499000679783, 22757.121107741, 0.0725708, 1.8701477, 11.476715
1499000679803, 22757.141218825, 0.092178345, 1.8309174, 11.496338
1499000679825, 22757.161390944002, 0.20986938, 1.6936188, 11.260971
1499000679844, 22757.181532545, 0.24908447, 1.6151733, 10.986389
1499000679864, 22757.201674147, 0.11180115, 1.3994293, 10.829483
1499000679884, 22757.221815748002, -0.14317322, 0.967926, 10.790253
1499000679905, 22757.24195735, -0.35891724, 0.51683044, 11.202133
1499000679925, 22757.262068434, -0.65312195, 0.10494995, 11.417877
1499000679945, 22757.282240553002, -1.0061646, -0.051956177, 11.084457
1499000679965, 22757.302382155, -1.3199768, 0.04611206, 10.339142
1499000679985, 22757.322493239, -1.418045, 0.28146362, 9.574234
1499000680005, 22757.342634840003, -1.3003693, 0.37953186, 9.299637
1499000680026, 22757.362776442, -1.1630707, 0.28146362, 9.417328
1499000680046, 22757.382948561, -1.0061646, 0.18339539, 9.574234
1499000680066, 22757.403090163003, -0.71195984, 0.22262573, 9.35849
1499000680086, 22757.423231764, -0.65312195, 0.30107117, 8.828918
1499000680106, 22757.443342848, -0.71195984, 0.35992432, 8.1228485
1499000680127, 22757.463514967003, -0.79042053, 0.37953186, 7.4167633
1499000680146, 22757.483656569002, -0.73158264, 0.35992432, 7.6717377
1499000680166, 22757.503767653, -0.8100281, 0.35992432, 8.181686
1499000680186, 22757.523939772, -0.86886597, 0.35992432, 8.39743
1499000680207, 22757.544081373002, -0.73158264, 0.6148834, 8.593567
1499000680252, 22757.564192457, -0.49621582, 0.752182, 8.828918
1499000680254, 22757.584364577, -0.4177704, 0.967926, 9.123123
1499000680267, 22757.604475661003, -0.6138916, 1.1052246, 9.240799
1499000680288, 22757.62464778, -0.88848877, 1.3209686, 9.35849
1499000680308, 22757.644789381, -1.1042328, 1.5563354, 9.535004
1499000680328, 22757.664930983003, -1.1434631, 1.7132416, 9.9861145
1499000680348, 22757.685072584, -1.1630707, 1.6936188, 10.672577
1499000680368, 22757.705214186, -0.94732666, 1.5955505, 11.045227
1499000680388, 22757.725325270003, -0.73158264, 1.360199, 11.378647
1499000680408, 22757.745497389, -0.6727295, 1.3013611, 11.790527
1499000680429, 22757.765638991, -0.4177704, 1.2229004, 11.614014
1499000680449, 22757.785780592003, -0.16279602, 1.0659943, 11.162903
1499000680469, 22757.805891676002, -0.18240356, 0.77178955, 11.143295
1499000680489, 22757.826063795, -0.16279602, 0.4187622, 11.339432
1499000680517, 22757.846174879003, 0.32754517, 0.14416504, 11.143295
1499000680528, 22757.866346998002, 0.91593933, -0.07157898, 10.947159
1499000680547, 22757.886458082, 0.7590332, -0.36576843, 10.770645
1499000680567, 22757.906630202, 0.5628967, -0.503067, 10.417603
1499000680588, 22757.926771803002, 0.4844513, -0.287323, 9.69191
1499000680608, 22757.946913405, 0.4256134, -0.032348633, 8.789703
1499000680629, 22757.967055006, 0.32754517, 0.22262573, 7.98555
1499000680649, 22757.987196608003, 0.19024658, 0.18339539, 7.6325073
1499000680669, 22758.007307692, 0.01373291, 0.026489258, 8.044388
1499000680689, 22758.027479811, -0.22163391, -0.012741089, 8.377823
1499000680746, 22758.047621413003, -0.3393097, 0.04611206, 8.3582
1499000680747, 22758.067763014, -0.16279602, 0.30107117, 8.240524
1499000680750, 22758.087904616, -0.16279602, 0.5952759, 7.98555
1499000680771, 22758.108046217003, -0.20201111, 0.9286957, 7.6325073
1499000680791, 22758.128157301002, -0.08433533, 1.1052246, 7.7305756
1499000680811, 22758.14832942, 0.28831482, 1.2229004, 8.220917
1499000680833, 22758.168440504003, 0.38638306, 1.2425232, 8.887756
1499000680852, 22758.188612623002, 0.38638306, 1.3405762, 9.495773
1499000680872, 22758.208723707, 0.4648285, 1.4190369, 9.927261
1499000680892, 22758.228895827, 0.6217346, 1.3013611, 10.554901
1499000680912, 22758.249006911003, 0.68058777, 1.144455, 11.457108
1499000680934, 22758.269148512, 0.50405884, 1.144455, 12.51622
1499000680952, 22758.289320631, 0.38638306, 1.2621307, 12.731964
1499000680972, 22758.309462233003, 0.19024658, 1.144455, 12.594681
1499000680992, 22758.329573317, -0.2804718, 0.85025024, 12.653519
1499000681012, 22758.349745436, -1.1630707, 0.4776001, 12.51622
1499000681034, 22758.369856520003, -1.7906952, 0.22262573, 11.849365
1499000681053, 22758.390059157, -1.8691406, 0.124557495, 11.339432
1499000681073, 22758.410139723, -1.6533966, 0.124557495, 10.888321
1499000681093, 22758.430281325, -1.1434631, 0.04611206, 10.397995
1499000681113, 22758.450453444002, -0.5746765, 0.026489258, 9.868423
1499000681134, 22758.470564528, -0.31970215, 0.006881714, 9.260422
1499000681153, 22758.490736647, -0.45698547, 0.006881714, 8.789703
1499000681173, 22758.510847731002, -0.5550537, 0.006881714, 8.475891
1499000681194, 22758.530989332, -0.4177704, 0.14416504, 7.98555
1499000681250, 22758.551130934, -0.37854004, 0.28146362, 7.377533
1499000681250, 22758.571272536003, -0.37854004, 0.4776001, 6.9264374
1499000681253, 22758.591444655, -0.30007935, 0.5952759, 6.8675995
1499000681273, 22758.611555739, -0.2804718, 0.71295166, 7.259857
1499000681294, 22758.631697340003, -0.20201111, 0.8698578, 7.7894135
1499000681315, 22758.651838942, -0.24124146, 0.9483185, 8.201294
1499000681335, 22758.671980543, -0.47660828, 1.0463867, 8.318985
1499000681355, 22758.692152663003, -0.73158264, 1.2425232, 8.534729
1499000681375, 22758.712263747002, -1.0650024, 1.4582672, 9.083893
1499000681395, 22758.732435866, -1.1826782, 1.4778748, 9.789978
1499000681415, 22758.75254695, -1.0257721, 1.3209686, 10.456833
1499000681437, 22758.772719069002, -0.5550537, 1.2425232, 10.849091
1499000681456, 22758.79286067, -0.123565674, 1.0856171, 11.084457
1499000681476, 22758.813002272, 0.092178345, 1.3013611, 11.417877
1499000681496, 22758.833143873002, 0.68058777, 1.4190369, 11.182526
1499000681516, 22758.853285475, 1.484726, 1.360199, 10.790253
1499000681539, 22758.873427077, 1.3082123, 0.752182, 11.182526
1499000681555, 22758.893568678002, 0.71980286, 0.14416504, 12.10434
1499000681575, 22758.913679762, 0.52368164, -0.6403656, 12.947723
1499000681597, 22758.933821364, 0.38638306, -0.99339294, 13.045776
1499000681617, 22758.953962965003, 0.28831482, -0.8364868, 11.829758
1499000681638, 22758.974135084, 0.5628967, -0.44422913, 10.299927
1499000681658, 22758.994276686, 1.4258881, -0.07157898, 9.221191
1499000681678, 22759.014418288003, 1.484726, 0.124557495, 8.848541
1499000681698, 22759.034529372002, 0.85710144, 0.04611206, 8.926987
1499000681753, 22759.054670973, 0.24908447, 0.04611206, 9.025055
1499000681754, 22759.074843092003, 0.20986938, 0.24223328, 8.652405
1499000681758, 22759.094984694002, 0.6413574, 0.51683044, 8.103226
1499000681777, 22759.115126295, 0.73942566, 0.79141235, 7.926712
1499000681796, 22759.135237379003, 0.3667755, 0.8698578, 7.8090363
1499000681818, 22759.155378981002, 0.26870728, 0.967926, 7.769806
1499000681839, 22759.175520582, 0.3471527, 1.1052246, 7.9659424
1499000681858, 22759.195692702, 0.6217346, 1.2229004, 8.456268
1499000681878, 22759.215803786003, 0.8963318, 1.4582672, 8.868149
1499000681899, 22759.235975905, 0.8963318, 1.6347809, 8.985825
1499000681919, 22759.256086989, 0.73942566, 1.7132416, 9.260422
1499000681940, 22759.276259108003, 0.50405884, 1.4386444, 9.9861145
1499000681959, 22759.296370192, 0.26870728, 1.1052246, 10.790253
1499000681979, 22759.316511793, 0.092178345, 0.9483185, 11.614014
1499000681999, 22759.336653395003, -0.025497437, 1.0267639, 11.77092
1499000682019, 22759.356825514, 0.01373291, 1.0856171, 11.417877
1499000682041, 22759.376967116, 0.5628967, 1.0856171, 11.692459
1499000682062, 22759.397108717003, 0.5432892, 0.8110199, 12.123962
1499000682080, 22759.417250319002, -0.2804718, 0.43836975, 11.790527
1499000682100, 22759.43739192, -0.94732666, 0.24223328, 11.260971
1499000682120, 22759.457503004003, -1.1434631, 0.065719604, 10.927551
1499000682141, 22759.477675123002, -0.73158264, -0.110809326, 10.888321
1499000682161, 22759.497786207, -0.30007935, -0.15002441, 10.888321
1499000682181, 22759.517958327, -0.14317322, -0.15002441, 10.319534
1499000682201, 22759.538069411003, -0.20201111, -0.051956177, 9.142731
1499000682253, 22759.558211012, -0.26086426, 0.08532715, 8.064011
1499000682254, 22759.578383131, -0.06472778, 0.18339539, 7.4559937
1499000682261, 22759.598524733003, -0.025497437, 0.26185608, 7.4167633
1499000682282, 22759.618635817, -0.16279602, 0.43836975, 7.5736694
1499000682301, 22759.638807936, -0.26086426, 0.65411377, 7.5148315
1499000682322, 22759.658919020003, -0.22163391, 0.8894806, 7.554062
1499000682342, 22759.679060622002, -0.16279602, 1.0659943, 7.8090363
1499000682362, 22759.699232741, -0.26086426, 1.144455, 8.162064
1499000682382, 22759.719343825, -0.22163391, 1.2425232, 8.809311
1499000682403, 22759.739515944002, -0.04510498, 1.3405762, 9.535004
1499000682423, 22759.759657545, -0.04510498, 1.4778748, 10.241074
1499000682444, 22759.779768629003, -0.2804718, 1.6347809, 10.633347
1499000682463, 22759.799940748002, -0.14317322, 1.6151733, 10.986389
1499000682483, 22759.820051832, 0.19024658, 1.5367126, 11.202133
1499000682503, 22759.840223952, 0.28831482, 1.4386444, 11.260971
1499000682523, 22759.860335036003, 0.26870728, 1.5171051, 11.182526
1499000682549, 22759.880507155, 0.50405884, 1.5171051, 10.790253
1499000682563, 22759.900648756, 0.7590332, 1.4582672, 10.358765
1499000682582, 22759.920790358003, 0.68058777, 0.967926, 10.731415
1499000682602, 22759.940901442, 0.58251953, 0.37953186, 11.437485
1499000682624, 22759.961073561, 1.0140076, -0.15002441, 12.10434
1499000682645, 22759.981215163003, 1.6024017, -0.2088623, 11.829758
1499000682664, 22760.001356764, 1.7985382, 0.006881714, 11.005997
1499000682684, 22760.021498366, 1.9358368, 0.28146362, 10.339142
1499000682705, 22760.04160945, 1.916214, 0.35992432, 9.613449
1499000682756, 22760.061781569002, 1.5239563, 0.28146362, 9.142731
1499000682757, 22760.081892653, 1.210144, 0.20301819, 8.789703
1499000682764, 22760.102064772, 0.7590332, 0.26185608, 8.495499
1499000682785, 22760.122206373002, 0.30792236, 0.28146362, 8.1228485
1499000682805, 22760.142347975, -0.4177704, 0.35992432, 7.7894135
1499000682826, 22760.162489577, -0.43737793, 0.6148834, 7.6717377
1499000682847, 22760.182631178002, -0.20201111, 1.0071564, 7.475601
1499000682866, 22760.202803297, 0.32754517, 1.4386444, 7.593292
1499000682886, 22760.222883864, 0.66096497, 1.7132416, 7.926712
1499000682906, 22760.243055983003, 0.9944, 1.8701477, 8.220917
1499000682926, 22760.263167067, 1.1905212, 2.0270538, 8.554337
1499000682946, 22760.283339186, 1.3474274, 2.1251068, 8.9466095
1499000682966, 22760.303450270003, 1.5043335, 2.2624054, 9.456543
1499000682986, 22760.323622389, 1.484726, 2.18396, 10.143021
1499000683006, 22760.343733473, 1.3082123, 1.9485931, 10.731415
1499000683026, 22760.363905592003, 0.9747772, 1.7328491, 11.162903
1499000683048, 22760.384016676002, 0.58251953, 1.7524567, 11.182526
1499000683067, 22760.404188795, 0.22947693, 1.8112946, 10.790253
1499000683087, 22760.424299879003, 0.19024658, 1.6936188, 10.613739
1499000683108, 22760.444471998002, -0.10395813, 1.3405762, 11.005997
1499000683136, 22760.4646136, -0.8492584, 0.85025024, 11.39827
1499000683146, 22760.484755202, -1.2611389, 0.536438, 11.476715
1499000683166, 22760.504896803002, -1.08461, 0.35992432, 11.437485
1499000683186, 22760.525038405, -0.6727295, 0.30107117, 11.39827
1499000683206, 22760.545149489, -0.26086426, 0.4187622, 10.80986
1499000683228, 22760.565291090003, 0.52368164, 0.6737366, 9.770355
1499000683247, 22760.585432692, 0.876709, 0.77178955, 8.593567
1499000683266, 22760.605604811, 0.79826355, 0.49720764, 7.8090363
1499000683287, 22760.625746413003, 0.5432892, 0.14416504, 7.8482513
1499000683307, 22760.645857497002, 0.22947693, -0.110809326, 8.750473
1499000683327, 22760.665999098, -0.06472778, -0.110809326, 9.064285
1499000683348, 22760.686171217003, -0.025497437, 0.20301819, 8.436661
1499000683367, 22760.706282301002, -0.08433533, 0.65411377, 7.1814117
1499000683387, 22760.72645442, -0.3393097, 0.967926, 6.612625
1499000683407, 22760.746596022, -0.51582336, 1.0071564, 7.1421814
1499000683428, 22760.766737623002, -0.6727295, 0.79141235, 8.436661
1499000683450, 22760.786848707, -0.6727295, 0.6933441, 9.593842
1499000683470, 22760.807020827, -0.45698547, 0.9286957, 10.280304
1499000683489, 22760.827162428002, 0.033340454, 1.360199, 10.751022
1499000683509, 22760.84730403, 0.4256134, 1.791687, 11.084457
1499000683528, 22760.867415114, 0.68058777, 1.8701477, 11.496338
1499000683549, 22760.887556715003, 0.77864075, 1.6543884, 11.614014
1499000683569, 22760.907698317, 0.71980286, 1.4190369, 11.712082
1499000683589, 22760.927839918, 0.79826355, 1.18367, 11.339432
1499000683609, 22760.947981520003, 0.91593933, 0.79141235, 11.0256195
1499000683629, 22760.968123122002, 0.4844513, 0.20301819, 11.300201
1499000683650, 22760.988264723, -0.24124146, -0.36576843, 11.888596
1499000683670, 22761.008436842003, -0.6138916, -0.71881104, 12.222031
1499000683689, 22761.028547926002, -0.30007935, -0.6403656, 11.515945
1499000683710, 22761.048720045, 0.52368164, -0.26771545, 10.456833
1499000683731, 22761.068831129003, 1.3082123, 0.124557495, 9.789978
1499000683750, 22761.089003248002, 1.6416321, 0.35992432, 9.574234
1499000683770, 22761.10914485, 1.5043335, 0.3991394, 9.456543
1499000683790, 22761.129255934, 1.2493744, 0.4579773, 9.044662
1499000683812, 22761.149428053002, 1.092453, 0.49720764, 8.573944
1499000683833, 22761.169569655, 0.9355469, 0.4776001, 8.299362
1499000683854, 22761.189711256, 0.71980286, 0.51683044, 8.142456
1499000683873, 22761.209852858003, 0.50405884, 0.6148834, 8.103226
