timestamp,gyro_x,gyro_y,gyro_z
1499000675956,0.0023956299,0.01991272,-0.003692627
1499000675979,-0.10786438,0.04283142,0.01020813
1499000675997,-0.10984802,0.03213501,0.0034942627
1499000676017,-0.061431885,0.031982422,-0.002319336
1499000676036,-0.040359497,0.06175232,0.0135650635
1499000676056,-0.030593872,0.04374695,0.011123657
1499000676078,-0.004928589,-0.01902771,-0.004760742
1499000676097,0.011260986,-0.01550293,-0.032089233
1499000676117,0.005142212,0.03152466,-0.049346924
1499000676138,-0.029067993,0.03564453,-0.06355286
1499000676158,-0.05105591,0.03289795,-0.07606506
1499000676177,-0.059753418,0.028015137,-0.08050537
1499000676198,-0.082351685,0.027404785,-0.0655365
1499000676239,-0.09197998,-0.006652832,-0.03147888
1499000676240,-0.049224854,-0.0013122559,-0.013305664
1499000676258,-0.021728516,0.024963379,-0.02659607
1499000676279,-0.043563843,0.011367798,-0.023391724
1499000676299,-0.044326782,0.0049591064,-0.0140686035
1499000676319,-0.005996704,0.017318726,-0.019866943
1499000676340,0.022094727,0.021896362,-0.04171753
1499000676359,0.01889038,0.020843506,-0.070877075
1499000676379,-0.0038604736,0.0029754639,-0.06690979
1499000676400,0.0057525635,-0.04147339,-0.065078735
1499000676420,0.021026611,-0.050323486,-0.07118225
1499000676439,-0.009506226,-0.014129639,-0.06263733
1499000676459,-0.046325684,-0.022994995,-0.044769287
1499000676479,-0.03883362,-0.049560547,-0.021850586
1499000676500,-0.0069122314,-0.02619934,-0.044158936
1499000676520,-0.020202637,-0.01902771,-0.07270813
1499000676540,-0.04447937,-0.045898438,-0.08569336
1499000676560,-0.027679443,-0.09660339,-0.06568909
1499000676581,-0.030593872,-0.10499573,-0.057281494
1499000676602,-0.046325684,-0.04498291,-0.065841675
1499000676621,-0.07533264,0.07260132,-0.121276855
1499000676641,-0.049224854,0.103302,-0.15272522
1499000676661,0.04423523,0.0015869141,-0.1530304
1499000676681,0.13342285,0.015182495,-0.14967346
1499000676703,0.07875061,0.053207397,-0.13502502
1499000676753,-0.016082764,0.019302368,-0.086761475
1499000676754,-0.009811401,-0.016418457,-0.02507019
1499000676762,0.04789734,-0.036117554,0.021972656
1499000676782,0.037979126,-0.05506897,0.037841797
1499000676805,0.02178955,-0.06452942,0.049453735
1499000676824,-0.014556885,-0.046051025,0.062286377
1499000676845,-0.003250122,-0.08529663,0.06777954
1499000676864,0.020721436,-0.026657104,0.043655396
1499000676884,-0.021575928,0.01991272,0.032958984
1499000676905,-0.05303955,-0.018112183,0.001663208
1499000676925,0.0054473877,-0.0075683594,-0.024459839
1499000676944,0.022705078,0.04222107,-0.044006348
1499000676966,-0.020812988,0.008773804,-0.057128906
1499000676985,0.0052948,-0.018569946,-0.057281494
1499000677006,0.015075684,0.017166138,-0.06614685
1499000677025,-0.0055389404,0.047561646,-0.0693512
1499000677045,-0.029373169,0.019454956,-0.05529785
1499000677066,0.0059051514,0.010604858,-0.0337677
1499000677086,0.035842896,0.009841919,-0.04032898
1499000677107,0.020263672,-0.011077881,-0.06706238
1499000677129,-0.018066406,-0.0115356445,-0.08035278
1499000677146,-0.02142334,-0.004058838,-0.045532227
1499000677167,-0.0105896,-0.020095825,-0.03529358
1499000677186,-0.0134887695,-0.030471802,-0.027359009
1499000677242,-0.015167236,-0.019332886,-0.024154663
1499000677242,0.0014801025,0.012435913,-0.012390137
1499000677245,0.009719849,-0.012298584,-0.031173706
1499000677265,0.0060577393,-0.010620117,-0.038650513
1499000677285,0.0152282715,0.009536743,-0.04093933
1499000677306,0.0052948,0.018539429,-0.042633057
1499000677325,0.0010223389,0.012741089,-0.037124634
1499000677347,0.010025024,-0.0115356445,-0.020629883
1499000677366,0.033096313,-0.019943237,-0.014831543
1499000677386,0.020721436,0.008010864,-0.0055236816
1499000677407,-0.008453369,0.018539429,0.0021209717
1499000677426,-0.033187866,0.04512024,0.012649536
1499000677446,-0.07044983,0.067108154,-0.024307251
1499000677467,-0.04234314,0.05000305,-0.05529785
1499000677486,-0.03074646,-0.0057373047,-0.05331421
1499000677508,0.008346558,0.0028076172,-0.034225464
1499000677527,0.03904724,0.008468628,-0.032546997
1499000677547,0.0851593,-0.021316528,-0.034683228
1499000677567,0.072647095,-0.01979065,-0.03437805
1499000677588,0.046066284,-0.020095825,-0.005218506
1499000677608,0.04576111,-0.020248413,0.0037994385
1499000677627,0.040267944,0.022506714,0.007156372
1499000677647,0.025756836,0.026794434,-0.017120361
1499000677668,0.019805908,-0.0036010742,-0.016662598
1499000677688,0.023162842,0.03060913,-0.0041503906
1499000677719,-0.011352539,0.017471313,-3.0517578E-5
1499000677728,-0.007827759,-0.044830322,0.010513306
1499000677748,0.024993896,-0.031234741,0.011581421
1499000677768,0.017059326,0.019607544,-0.0017089844
1499000677788,-0.007217407,0.0025024414,-0.034683228
1499000677810,-0.0256958,0.0021972656,-0.057434082
1499000677828,-0.030899048,0.03060913,-0.07148743
1499000677849,-0.05670166,0.030303955,-0.0667572
1499000677870,-0.042495728,0.020217896,-0.07652283
1499000677889,-0.036392212,-0.0013122559,-0.07545471
1499000677909,-0.039596558,0.008010864,-0.055908203
1499000677936,-0.02798462,0.028320313,-0.043701172
1499000677949,-0.028457642,0.011520386,-0.03742981
1499000677981,-0.002029419,-0.019180298,-0.0337677
1499000677990,0.030349731,0.0051116943,-0.037124634
1499000678011,0.033096313,0.035186768,-0.03453064
1499000678030,0.012786865,0.0493927,-0.03590393
1499000678050,-0.028289795,0.0018920898,-0.0395813
1499000678070,0.0013275146,0.0066375732,-0.044006348
1499000678091,0.013092041,0.030151367,-0.04660034
1499000678112,-0.012573242,0.021759033,-0.037124634
1499000678132,-0.00920105,0.02357483,-0.024612427
1499000678152,-0.0015716553,0.031066895,0.0036468506
1499000678172,-0.0012664795,0.03869629,0.014175415
1499000678192,0.00819397,0.022369385,-0.0113220215
1499000678221,0.005142212,0.014877319,-0.027511597
1499000678231,-0.022491455,0.016708374,-0.016357422
1499000678251,-0.019439697,0.017623901,-0.009033203
1499000678272,-0.015319824,-0.004058838,-0.009796143
1499000678292,0.002243042,-0.011383057,-0.0154418945
1499000678313,-0.0052337646,0.005874634,-0.0070495605
1499000678334,-0.0026397705,0.009994507,0.0019683838
1499000678352,-0.010894775,0.01625061,-0.004760742
1499000678372,-0.014099121,0.00541687,-0.012390137
1499000678392,-0.0079956055,0.009536743,-0.011169434
1499000678413,-0.015014648,0.011978149,-0.010864258
1499000678433,-0.020507813,0.0032806396,-0.009185791
1499000678453,-0.015777588,-0.00894165,-0.0017089844
1499000678473,-0.0134887695,3.6621094E-4,-0.0099487305
1499000678493,-0.021118164,0.015792847,-0.0078125
1499000678513,-0.04798889,0.002670288,-0.003540039
1499000678533,-0.0206604,-0.0072631836,2.746582E-4
1499000678553,-0.008148193,0.005722046,0.009140015
1499000678573,-0.024475098,0.009841919,0.0034942627
1499000678593,-0.034561157,0.015792847,-0.0055236816
1499000678614,-0.0315094,0.009384155,-0.0014038086
1499000678634,-0.01928711,0.010604858,0.005783081
1499000678654,-0.018218994,0.015792847,0.005630493
1499000678674,-0.028762817,0.027404785,-0.0067443848
1499000678694,-0.03211975,0.030151367,-0.010101318
1499000678716,-0.015777588,0.047714233,-0.006134033
1499000678735,-0.020202637,0.041290283,-0.016815186
1499000678758,-0.023712158,0.00831604,-0.025527954
1499000678776,-0.03715515,-0.019180298,-0.018341064
1499000678797,-0.06112671,-0.010467529,-0.02079773
1499000678818,-0.051818848,0.010604858,-0.020019531
1499000678837,-0.037765503,0.01625061,-0.013153076
1499000678857,-0.034866333,0.007095337,0.0027313232
1499000678880,-0.028289795,-0.0087890625,0.0039520264
1499000678897,-0.0206604,8.239746E-4,-0.015289307
1499000678918,-0.031661987,-0.013671875,-0.019561768
1499000678940,-0.06448364,-0.009399414,-0.006134033
1499000678959,-0.09335327,-0.025894165,-0.002166748
1499000678979,-0.11671448,-0.023147583,-0.023544312
1499000679000,-0.16452026,0.008468628,-0.009643555
1499000679020,-0.19306946,0.0032806396,0.021820068
1499000679040,-0.15779114,-0.0049743652,0.04701233
1499000679059,-0.14451599,-0.02116394,0.076187134
1499000679079,-0.1335144,-0.027420044,0.08076477
1499000679100,-0.15611267,-0.024368286,0.08320618
1499000679120,-0.16772461,-0.06636047,0.05923462
1499000679140,-0.17459106,-0.06880188,0.015701294
1499000679160,-0.18544006,-0.040863037,-0.016357422
1499000679180,-0.2020874,-0.039794922,-0.035446167
1499000679200,-0.19995117,-0.033676147,-0.06828308
1499000679233,-0.2135315,-0.01979065,-0.09454346
