Error(m)
0.0
0.068
0.149
0.237
0.31
0.384
0.452
0.535
0.613
0.692
0.761
0.843
0.958
1.151
1.49
2.095
2.12
2.143
2.161
2.173
2.193
2.217
2.249
2.295
2.352
2.423
2.502
2.576
2.64
2.702
2.782
2.877
2.997
3.203
3.847
3.971
3.757
3.667
3.613
3.545
3.457
3.317
3.065
2.881
2.871
2.991
3.245
3.837
3.763
3.839
3.945
4.058
4.15
4.243
4.336
4.436
4.547
