timestamp,acce_x,acce_y,acce_z
1499429595287, 0.9355469, 2.007431, 10.162628
1499429595308, 1.0728455, 2.0466614, 9.9861145
1499429595328, 1.092453, 2.0466614, 9.593842
1499429595348, 0.9355469, 1.9878235, 9.35849
1499429595367, 0.7590332, 1.8505249, 9.397705
1499429595388, 0.58251953, 1.6543884, 9.69191
1499429595407, 0.3667755, 1.4974823, 9.809586
1499429595428, 0.24908447, 1.4190369, 9.770355
1499429595448, 0.30792236, 1.4778748, 9.829208
1499429595468, 0.38638306, 1.4974823, 9.868423
1499429595489, 0.4648285, 1.6151733, 9.770355
1499429595508, 0.5432892, 1.8112946, 9.69191
1499429595529, 0.6413574, 1.9093628, 9.554611
1499429595548, 0.66096497, 1.8701477, 9.515396
1499429595568, 0.5432892, 1.8112946, 9.633072
1499429595589, 0.38638306, 1.6936188, 9.69191
1499429595611, 0.30792236, 1.575943, 9.750748
1499429595629, 0.26870728, 1.575943, 9.672302
1499429595649, 0.22947693, 1.5367126, 9.770355
1499429595669, 0.26870728, 1.5563354, 9.848816
1499429595690, 0.22947693, 1.4582672, 9.907654
1499429595710, 0.15101624, 1.4974823, 9.770355
1499429595730, 0.0725708, 1.5563354, 9.69191
1499429595750, 0.033340454, 1.575943, 9.770355
1499429595770, 0.11180115, 1.5563354, 9.888046
1499429595791, 0.13140869, 1.5563354, 9.966492
1499429595810, 0.22947693, 1.5563354, 9.927261
1499429595831, 0.26870728, 1.5955505, 9.770355
1499429595851, 0.32754517, 1.575943, 9.593842
1499429595871, 0.3471527, 1.4778748, 9.593842
1499429595892, 0.44522095, 1.3405762, 9.711517
1499429595912, 0.6413574, 1.144455, 9.927261
1499429595932, 0.8178711, 1.1248322, 9.946884
1499429595952, 0.79826355, 1.3209686, 9.69191
1499429595972, 0.5628967, 1.5171051, 9.456543
1499429595993, 0.13140869, 1.6151733, 9.260422
1499429596012, -0.3393097, 1.6740112, 9.181961
1499429596032, -0.6138916, 1.6543884, 9.31926
1499429596052, -0.71195984, 1.5367126, 9.711517
1499429596073, -0.53544617, 1.3994293, 10.260696
1499429596093, -0.10395813, 1.2229004, 10.672577
1499429596113, 0.3667755, 1.1052246, 10.947159
1499429596133, 0.77864075, 1.0267639, 10.790253
1499429596153, 0.8963318, 1.1052246, 10.378372
1499429596173, 0.9355469, 1.1640625, 10.044952
1499429596194, 0.77864075, 1.144455, 9.672302
1499429596214, 0.5628967, 1.1248322, 9.515396
1499429596234, 0.50405884, 1.0856171, 9.574234
1499429596254, 0.4059906, 1.144455, 9.535004
1499429596274, 0.4844513, 1.18367, 9.554611
1499429596299, 0.6021271, 1.3013611, 9.69191
1499429596315, 0.66096497, 1.3209686, 9.809586
1499429596335, 0.71980286, 1.5563354, 9.789978
1499429596355, 0.876709, 1.6543884, 9.829208
1499429596375, 0.8178711, 1.6936188, 9.946884
1499429596397, 0.68058777, 1.5955505, 10.06456
1499429596415, 0.44522095, 1.3994293, 10.10379
1499429596435, 0.30792236, 1.2817383, 10.10379
1499429596458, 0.19024658, 1.2621307, 9.9861145
1499429596475, 0.22947693, 1.2425232, 9.809586
1499429596496, 0.4059906, 1.2817383, 9.73114
1499429596516, 0.4059906, 1.2817383, 9.672302
1499429596536, 0.58251953, 1.3209686, 9.711517
1499429596556, 0.6413574, 1.3994293, 9.672302
1499429596576, 0.68058777, 1.4582672, 9.652679
1499429596600, 0.77864075, 1.4190369, 9.652679
1499429596616, 0.77864075, 1.4190369, 9.73114
1499429596637, 0.71980286, 1.3994293, 9.809586
