userid,floorid,timestamp,magn_x,magn_y,magn_z
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137601,17.793274,19.107056,-45.6192
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137623,-0.80566406,-13.293457,-37.81891
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137643,-1.7059326,-11.943054,-38.868713
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137664,-1.7059326,-11.943054,-38.41858
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137683,-0.3555298,-11.793518,-39.318848
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137704,-1.7059326,-11.943054,-38.868713
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137724,-1.1062622,-12.542725,-38.56964
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137744,-0.9567261,-12.692261,-39.16931
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137763,-0.6561279,-12.393188,-38.868713
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137783,-3.0563354,-12.692261,-37.21924
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137803,-1.8554688,-11.49292,-38.56964
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137823,-0.9567261,-11.943054,-39.619446
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137844,-2.0065308,-12.393188,-38.41858
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137864,-1.1062622,-11.042786,-39.318848
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137884,-0.05645752,-12.09259,-40.06958
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137905,-1.7059326,-13.742065,-38.868713
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137925,-1.1062622,-11.49292,-37.81891
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137946,-0.20599365,-13.142395,-39.16931
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137965,-0.3555298,-12.843323,-39.768982
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998137986,-1.8554688,-13.293457,-40.06958
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998138006,-0.9567261,-10.8932495,-36.91864
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519998138025,-1.7059326,-12.393188,-38.868713
