EX(m),EY(m)
49.8,59.15
49.718,59.882
49.674,60.617
49.604,61.35
49.559,62.085
49.522,62.821
49.522,63.557
49.493,64.293
49.49,65.03
49.471,65.766
49.458,66.503
49.473,67.239
49.767,67.914
50.436,68.222
51.172,68.205
51.909,68.185
52.644,68.143
53.379,68.188
54.115,68.211
54.849,68.272
55.585,68.311
56.32,68.347
57.057,68.358
57.791,68.409
58.528,68.424
59.263,68.46
59.999,68.493
60.733,68.557
61.469,68.587
62.204,68.632
62.94,68.658
63.674,68.714
64.409,68.76
65.144,68.819
65.879,68.852
66.615,68.89
67.351,68.906
68.086,68.954
68.822,68.987
69.558,69.007
70.295,69.019
71.031,69.046
71.767,69.053
72.503,69.072
73.24,69.065
73.976,69.082
74.712,69.092
75.449,69.118
76.185,69.126
76.921,69.161
77.657,69.164
78.393,69.199
79.129,69.204
79.865,69.243
80.601,69.266
81.337,69.3
82.073,69.309
82.809,69.342
83.545,69.354
84.282,69.367
85.018,69.362
85.753,69.406
86.49,69.415
87.226,69.449
87.961,69.479
88.697,69.51
89.433,69.551
90.165,69.626
90.901,69.658
91.637,69.691
92.373,69.695
93.107,69.756
93.842,69.807
94.573,69.895
95.301,70.01
95.907,70.429
96.179,71.113
96.168,71.85
96.156,72.586
96.125,73.322
96.129,74.058
96.098,74.794
96.078,75.53
96.045,76.266
96.036,77.003
96.014,77.739
96.032,78.475
96.02,79.211
95.987,79.947
95.927,80.681
95.884,81.417
95.792,82.147
95.732,82.881
95.66,83.614
95.617,84.35
95.574,85.085
95.555,85.821
95.495,86.555
95.465,87.291
95.423,88.026
95.398,88.762
95.342,89.497
95.289,90.231
95.208,90.963
95.122,91.695
95.026,92.425
94.935,93.156
94.824,93.884
94.74,94.616
94.638,95.345
94.533,96.074
94.434,96.804
94.345,97.535
94.226,98.262
94.136,98.993
94.025,99.721
93.982,100.456
94.291,101.125
94.773,100.568
95.013,99.871
95.113,99.142
95.187,98.409
95.226,97.673
95.29,96.94
95.361,96.207
95.472,95.478
95.566,94.748
95.676,94.02
95.734,93.285
95.843,92.557
95.927,91.825
96.025,91.095
96.093,90.362
96.203,89.634
96.293,88.903
96.438,88.181
96.548,87.452
96.685,86.729
96.772,85.997
96.892,85.271
96.989,84.541
97.09,83.811
97.178,83.08
97.303,82.354
97.395,81.623
97.523,80.898
97.614,80.167
97.743,79.442
97.86,78.715
98.011,77.994
98.098,77.263
98.242,76.54
98.368,75.815
98.499,75.09
98.601,74.361
98.743,73.638
98.855,72.91
98.995,72.187
99.108,71.459
99.237,70.734
99.169,70.001
98.674,69.455
97.988,69.186
97.281,68.979
96.557,68.845
95.836,68.695
95.11,68.574
94.388,68.426
93.668,68.272
92.959,68.072
92.242,67.906
91.531,67.711
90.815,67.541
90.101,67.358
89.38,67.21
88.67,67.013
87.959,66.82
87.251,66.62
86.538,66.432
85.838,66.206
85.134,65.988
84.428,65.778
83.714,65.597
83.0,65.416
82.278,65.271
81.564,65.091
80.848,64.92
80.139,64.718
79.419,64.564
78.707,64.378
77.987,64.22
77.274,64.037
76.554,63.88
75.841,63.698
75.123,63.534
74.418,63.319
73.704,63.138
72.996,62.935
72.286,62.738
71.581,62.526
70.866,62.351
70.148,62.187
69.432,62.014
68.719,61.828
68.004,61.651
67.293,61.461
66.576,61.29
65.861,61.115
65.144,60.946
64.438,60.738
63.724,60.556
63.016,60.352
62.302,60.173
61.602,59.944
60.89,59.756
60.184,59.544
59.472,59.358
58.763,59.159
58.048,58.981
57.34,58.777
56.627,58.593
55.923,58.376
55.211,58.188
54.507,57.972
53.797,57.777
53.224,57.314
53.04,56.601
53.141,55.871
53.3,55.152
53.488,54.44
53.677,53.728
53.866,53.017
54.058,52.305
54.264,51.598
54.441,50.883
54.65,50.177
54.819,49.46
55.019,48.752
1.195,1.692
