Error(m)
0.931
0.912
0.905
0.887
0.857
0.825
0.824
0.802
0.793
0.776
0.746
0.731
0.734
0.703
0.669
0.665
0.678
0.629
0.63
0.601
0.601
0.597
0.567
0.552
0.548
0.543
0.497
0.483
0.457
0.403
0.367
0.353
0.31
0.269
0.242
0.235
0.189
0.193
0.182
0.237
0.288
0.337
2.73
2.614
2.499
2.412
2.289
2.235
2.114
2.052
1.974
1.909
1.823
1.771
1.7
1.618
1.586
1.518
1.485
1.382
1.341
1.298
1.232
1.181
1.136
1.098
1.054
1.039
0.972
0.955
0.911
0.878
0.854
0.811
0.772
0.724
0.765
0.803
0.821
0.864
0.915
0.999
1.074
1.129
1.23
1.316
1.413
1.479
1.586
1.698
1.85
1.969
2.112
2.25
2.385
0.264
0.309
0.35
0.346
0.385
0.41
0.452
0.47
0.509
0.522
0.522
0.542
0.542
0.545
0.547
0.561
0.584
0.585
0.59
0.625
0.654
0.673
0.7
0.734
0.763
0.786
0.824
0.871
0.936
0.966
1.029
1.068
1.118
1.158
1.225
1.296
1.342
1.379
1.448
1.48
1.51
1.532
1.562
1.045
0.982
0.911
0.844
0.732
0.679
0.626
0.542
0.502
0.458
0.467
0.449
0.471
0.469
0.485
0.517
0.539
0.572
0.586
0.629
0.652
0.684
0.721
0.736
0.729
0.715
0.741
0.711
0.736
0.772
0.762
0.788
0.804
0.801
0.807
0.825
0.836
0.865
0.87
0.918
0.924
0.922
0.949
0.978
0.995
1.014
1.054
1.074
1.09
1.126
1.121
1.127
1.107
1.147
2.418
2.358
2.27
2.205
2.128
2.089
2.033
1.976
1.94
1.914
1.865
1.84
1.797
1.778
1.732
1.736
1.69
1.671
1.684
1.657
1.631
1.607
1.601
1.592
1.592
1.585
1.548
1.573
1.544
1.53
1.525
1.522
1.489
1.029
1.472
1.446
1.463
1.469
1.471
1.468
1.537
1.583
1.656
1.728
1.834
1.932
1.588
