EX(m),EY(m)
2.219,1.161
2.139,1.895
2.071,2.63
1.995,3.365
1.93,4.1
1.841,4.834
1.758,5.567
1.648,6.298
1.554,7.03
1.445,7.76
1.347,8.492
1.262,9.226
1.2,9.962
1.2,10.7
1.938,10.7
2.674,10.64
3.409,10.566
4.14,10.461
4.876,10.396
5.61,10.322
6.347,10.276
7.084,10.223
7.821,10.176
8.558,10.133
9.296,10.102
10.033,10.066
10.772,10.071
11.51,10.074
12.249,10.076
12.987,10.065
13.726,10.062
14.464,10.054
15.202,10.058
15.941,10.061
16.679,10.089
17.417,10.1
18.155,10.137
18.893,10.163
19.631,10.184
20.369,10.21
21.106,10.257
21.843,10.287
22.581,10.331
23.319,10.358
24.054,10.419
26.486,14.294
27.203,14.121
27.921,13.949
28.64,13.778
29.36,13.615
30.082,13.459
30.808,13.323
31.528,13.161
32.254,13.025
32.977,12.874
33.704,12.743
34.427,12.595
35.157,12.483
35.882,12.345
36.614,12.242
37.341,12.116
38.07,11.998
38.796,11.862
39.525,11.745
40.253,11.624
40.984,11.516
41.714,11.403
42.446,11.306
43.176,11.195
43.91,11.117
44.643,11.027
45.379,10.968
46.115,10.905
46.851,10.85
47.588,10.798
48.325,10.751
49.062,10.7
49.8,10.7
49.8,11.438
49.747,12.175
49.638,12.905
49.539,13.637
49.43,14.367
49.342,15.101
49.221,15.829
49.103,16.558
48.968,17.284
48.847,18.013
48.704,18.737
48.573,19.464
48.427,20.188
48.282,20.912
48.114,21.631
47.968,22.355
47.81,23.076
47.649,23.797
47.446,24.507
47.263,25.222
49.292,24.921
49.35,25.657
49.414,26.393
49.473,27.129
49.539,27.864
49.576,28.602
49.626,29.339
49.654,30.076
49.667,30.815
49.69,31.553
49.726,32.29
49.749,33.029
49.775,33.766
49.784,34.505
49.802,35.243
49.807,35.982
49.813,36.72
49.818,37.458
49.835,38.197
49.823,38.935
49.82,39.673
49.8,40.412
49.8,41.15
49.8,40.412
49.758,39.674
49.667,38.942
49.604,38.206
49.532,37.471
49.48,36.734
49.42,35.998
49.38,35.261
49.329,34.524
49.302,33.786
49.272,33.048
49.245,32.31
49.208,31.573
49.179,30.835
49.13,30.098
49.097,29.361
49.068,28.623
49.057,27.884
49.039,27.146
49.036,26.408
50.108,26.198
50.042,25.463
49.997,24.726
49.94,23.99
49.922,23.251
49.898,22.513
49.883,21.775
49.862,21.037
49.849,20.298
49.828,19.56
49.828,18.822
49.813,18.084
49.807,17.345
49.794,16.607
49.801,15.868
49.796,15.13
49.796,14.392
49.783,13.653
49.795,12.915
49.781,12.177
49.8,11.438
49.8,10.7
49.062,10.7
48.326,10.764
47.596,10.875
46.865,10.984
46.138,11.113
45.414,11.255
44.696,11.428
43.974,11.584
43.253,11.744
42.531,11.898
41.808,12.049
41.082,12.185
40.358,12.327
39.634,12.474
38.913,12.633
38.192,12.794
37.475,12.97
36.751,13.114
36.028,13.268
35.305,13.417
34.582,13.568
33.857,13.707
33.134,13.855
32.409,13.999
31.686,14.149
30.96,14.283
30.236,14.428
29.51,14.564
28.785,14.702
28.055,14.811
27.326,14.931
25.462,8.711
24.734,8.837
24.008,8.97
23.276,9.069
22.546,9.182
21.814,9.277
21.081,9.372
20.347,9.452
19.613,9.533
18.877,9.594
18.145,9.686
17.41,9.759
16.675,9.832
15.94,9.899
15.205,9.973
14.469,10.03
13.733,10.093
12.997,10.151
12.261,10.215
11.525,10.272
10.79,10.342
10.054,10.403
9.318,10.459
8.58,10.49
7.843,10.54
7.105,10.573
6.368,10.613
5.63,10.633
4.892,10.656
4.153,10.662
3.415,10.682
2.677,10.688
1.938,10.7
1.2,10.7
1.2,9.962
1.255,9.225
1.382,8.498
1.519,7.772
1.689,7.053
1.849,6.333
2.028,5.616
2.191,4.896
2.378,4.182
2.57,3.468
2.789,2.763
3.009,2.058
3.238,1.356
3.469,0.655
