userid,floorid,timestamp,acce_x,acce_y,acce_z
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798314,0.38786316,1.414978,9.739624
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798343,0.19154358,1.3838501,9.476257
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798363,0.13168335,1.280899,9.502594
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798384,0.1149292,1.1899109,9.507385
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798403,0.18196106,1.256958,9.56485
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798422,0.30645752,1.419754,9.514572
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798441,0.33998108,1.5107422,9.684555
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798462,0.33518982,1.4939728,9.928757
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798481,0.3423767,1.4915924,9.818634
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798502,0.23223877,1.4772186,9.914398
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798520,0.11732483,1.414978,9.746796
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798539,0.014373779,1.3694763,9.64624
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798561,-0.03590393,1.3790588,9.584
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798581,-0.02154541,1.391037,9.598358
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798600,0.05267334,1.3814545,9.897644
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798619,-0.0023956299,1.2761078,10.065231
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798639,-0.11491394,1.2114716,9.96228
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798658,-0.02633667,1.3000488,9.7300415
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798679,-0.03111267,1.3191986,9.612732
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798699,0.10295105,1.3766632,9.892853
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798719,-0.20350647,1.2210388,9.866516
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798737,-0.23223877,1.1755524,9.789902
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1519997798757,0.11732483,1.2425842,9.653427
