Error(m)
0.262
0.213
0.181
0.144
0.113
0.082
0.085
0.066
0.057
0.04
0.01
0.008
0.006
0.033
0.081
0.102
0.117
0.201
0.232
0.31
0.366
0.432
0.496
0.565
0.614
0.674
0.758
0.83
0.88
0.982
1.045
1.103
1.182
1.289
1.332
1.401
1.463
1.527
1.601
1.66
1.71
1.761
1.803
1.852
1.905
1.145
1.072
1.068
0.985
0.968
0.919
0.895
0.83
0.814
0.769
0.702
0.69
0.642
0.623
0.538
0.521
0.499
0.445
0.409
0.378
0.349
0.314
0.298
0.233
0.219
0.189
0.148
0.124
0.076
0.039
0.013
0.029
0.065
0.069
0.106
0.128
0.192
0.233
0.256
0.301
0.347
0.381
0.391
0.432
0.501
0.575
0.651
0.714
0.788
0.832
0.889
0.926
1.002
1.062
1.092
1.163
1.215
1.26
1.353
1.443
1.551
1.649
1.75
1.852
1.949
2.078
2.179
2.27
2.388
2.48
2.613
2.656
2.354
1.689
1.446
1.329
1.27
1.228
1.172
1.108
1.013
0.924
0.82
0.779
0.704
0.669
0.609
0.584
0.584
0.601
0.62
0.654
0.741
0.807
0.91
1.001
1.213
1.189
1.114
1.05
1.005
0.961
0.894
0.806
0.724
0.669
0.613
0.529
0.454
0.37
0.309
0.249
0.151
0.106
0.052
0.017
0.002
0.013
0.029
0.012
0.065
0.058
0.062
0.104
0.149
0.179
0.259
0.301
0.365
0.39
0.452
0.524
0.576
0.648
0.771
0.847
0.918
0.989
1.053
1.053
1.115
1.159
1.211
1.255
1.315
1.37
1.402
1.434
1.498
1.56
1.521
1.474
1.469
1.399
1.349
1.328
1.326
1.309
1.283
1.252
1.231
1.194
1.196
1.16
1.124
1.121
1.076
1.037
0.984
0.964
0.931
0.915
0.9
0.853
0.863
0.832
0.8
0.795
0.786
0.752
0.727
0.738
0.712
0.717
0.709
0.687
0.656
0.685
0.695
0.699
0.723
0.741
0.78
0.751
