Error(m)
1.153
1.087
1.038
1.005
0.934
0.88
0.841
0.794
0.758
0.739
0.739
0.735
0.735
0.771
0.76
0.782
0.81
0.823
0.85
0.905
0.938
0.965
1.001
1.05
1.055
1.069
1.123
1.107
1.12
1.121
1.136
1.129
1.149
1.16
1.135
1.179
1.136
1.131
1.139
1.133
1.121
1.138
1.13
1.11
1.102
3.644
3.463
3.304
3.108
2.975
2.812
2.681
2.495
2.373
2.205
2.091
1.922
1.8
1.667
1.558
1.448
1.308
1.188
1.062
0.931
0.828
0.742
0.637
0.508
0.428
0.352
0.273
0.219
0.145
0.109
0.038
0.025
0.023
0.052
0.129
0.231
0.324
0.432
0.549
0.678
0.788
0.935
1.062
1.188
1.328
1.46
1.635
1.775
1.924
2.088
2.255
2.435
2.626
0.577
0.526
0.418
0.359
0.296
0.241
0.181
0.16
0.138
0.15
0.167
0.192
0.232
0.287
0.324
0.398
0.416
0.46
0.5
0.562
0.581
0.652
0.695
0.732
1.471
1.493
1.504
1.535
1.547
1.58
1.583
1.614
1.617
1.676
1.686
1.705
1.731
1.738
1.758
1.81
1.85
1.855
1.854
1.197
1.213
1.2
1.199
1.224
1.25
1.258
1.248
1.287
1.293
1.304
1.315
1.322
1.352
1.356
1.366
1.392
1.385
1.429
1.429
1.431
1.442
1.066
1.502
1.46
1.458
1.44
1.443
1.462
1.514
1.564
1.638
1.715
1.822
1.899
2.015
2.115
2.269
2.422
2.523
2.646
2.781
2.925
3.05
3.189
3.326
3.449
3.596
3.743
3.866
3.98
4.116
4.241
2.331
2.185
2.067
1.953
1.848
1.732
1.641
1.55
1.468
1.377
1.291
1.211
1.14
1.052
0.982
0.91
0.855
0.776
0.695
0.669
0.58
0.481
0.446
0.413
0.356
0.295
0.243
0.207
0.168
0.146
0.089
0.069
0.056
0.008
0.05
0.108
0.219
0.356
0.506
0.66
0.854
1.016
1.185
1.404
1.621
1.835
2.052
