Error(m)
0.477
0.455
0.424
0.418
0.369
0.341
0.3
0.279
0.239
0.186
0.139
0.074
0.038
0.016
0.017
0.094
0.218
0.296
0.389
0.481
0.556
0.597
0.706
0.744
0.8
0.826
0.901
0.934
1.019
1.045
1.104
1.138
1.172
1.228
1.261
1.308
1.339
1.359
1.395
1.412
1.451
1.506
1.537
1.554
1.604
1.63
1.986
1.868
1.769
1.66
1.589
1.49
1.429
1.336
1.229
1.107
1.039
0.994
0.889
0.789
0.727
0.642
0.578
0.515
0.475
0.412
0.371
0.309
0.283
0.227
0.173
0.094
0.094
0.086
0.044
0.034
0.04
0.02
0.018
0.017
0.055
0.068
0.169
0.267
0.402
0.525
0.623
0.729
0.809
0.922
1.046
1.155
1.259
1.387
1.522
1.629
1.778
1.931
2.078
2.243
2.384
0.782
0.754
0.691
0.667
0.625
0.581
0.563
0.524
0.517
0.48
0.448
0.432
0.398
0.329
0.322
0.261
0.253
0.209
0.165
0.11
0.079
0.029
0.009
0.836
0.873
0.939
0.981
1.027
1.09
1.204
1.27
1.364
1.45
1.52
1.599
1.671
1.769
1.855
1.926
1.99
2.06
2.125
2.145
2.21
0.931
0.859
0.785
0.707
0.609
0.531
0.463
0.416
0.386
0.367
0.368
0.363
0.37
0.43
0.463
0.464
0.521
0.523
0.56
0.618
0.673
0.687
0.679
0.768
0.739
0.748
0.771
0.805
0.855
0.894
0.931
1.021
1.093
1.141
1.203
1.267
1.31
1.433
1.458
1.54
1.561
1.613
1.626
1.646
1.636
1.675
1.671
1.682
1.649
1.637
1.586
1.564
1.502
1.473
1.392
3.286
3.125
2.984
2.842
2.709
2.53
2.396
2.235
2.122
1.971
1.84
1.701
1.626
1.506
1.424
1.306
1.199
1.112
1.022
0.906
0.836
0.72
0.64
0.536
0.463
0.376
0.332
0.27
0.223
0.152
0.111
0.098
0.041
0.013
0.013
0.037
0.074
0.181
0.263
0.372
0.468
0.585
0.729
0.879
1.024
1.196
1.349
1.511
