EX(m),EY(m)
1.2,1.7
1.166,2.426
1.183,3.153
1.175,3.88
1.184,4.607
1.174,5.333
1.196,6.06
1.161,6.786
1.15,7.513
1.126,8.24
1.111,8.966
1.089,9.693
1.227,10.406
1.601,11.03
2.315,11.167
3.041,11.144
3.766,11.084
4.493,11.081
5.219,11.043
5.945,11.034
6.672,11.008
7.399,11.007
8.125,10.982
8.852,11.0
9.579,10.986
10.305,11.027
11.031,11.016
11.758,11.032
12.485,11.036
13.211,11.072
13.938,11.073
14.664,11.1
15.391,11.116
16.116,11.167
16.842,11.2
17.569,11.224
18.296,11.241
19.021,11.291
19.747,11.322
20.473,11.355
21.2,11.373
21.926,11.396
22.653,11.418
23.38,11.439
24.106,11.427
24.833,11.457
25.56,11.457
26.286,11.496
27.012,11.527
27.736,11.592
28.462,11.629
29.187,11.676
29.914,11.687
30.64,11.72
31.367,11.729
32.092,11.779
32.819,11.78
33.546,11.805
34.273,11.807
34.999,11.839
35.726,11.85
36.451,11.896
37.177,11.929
37.901,11.992
38.627,12.033
39.351,12.096
40.078,12.11
40.804,12.156
41.53,12.152
42.257,12.167
42.984,12.196
43.708,12.254
44.434,12.298
45.16,12.337
45.886,12.373
46.608,12.454
47.332,12.517
48.055,12.595
48.773,12.706
49.387,13.095
49.584,13.795
49.589,14.522
49.559,15.248
49.503,15.973
49.459,16.698
49.415,17.424
49.374,18.15
49.341,18.876
49.315,19.602
49.253,20.327
49.197,21.051
49.126,21.775
49.051,22.498
48.97,23.22
48.914,23.945
48.837,24.668
48.788,25.393
48.712,26.116
48.644,26.84
48.554,27.561
48.48,28.284
48.405,29.007
48.362,29.733
48.325,30.459
48.292,31.185
48.261,31.911
48.255,32.638
48.228,33.364
48.186,34.09
48.109,34.813
48.049,35.537
47.976,36.261
47.915,36.985
47.847,37.709
47.779,38.432
47.7,39.155
47.627,39.878
47.526,40.598
47.452,41.321
47.371,42.044
47.291,42.766
47.248,43.492
47.424,44.197
48.15,44.225
48.467,43.571
48.593,42.855
48.655,42.131
48.727,41.408
48.797,40.684
48.891,39.963
48.971,39.241
49.082,38.522
49.165,37.8
49.285,37.083
49.363,36.36
49.483,35.644
49.571,34.922
49.664,34.201
49.745,33.479
49.864,32.762
49.951,32.04
50.063,31.322
50.165,30.602
50.285,29.885
50.387,29.165
50.52,28.451
50.611,27.729
50.716,27.01
50.809,26.289
50.909,25.569
51.001,24.848
51.139,24.134
51.238,23.414
51.342,22.695
51.415,21.972
51.526,21.253
51.615,20.532
51.727,19.814
51.799,19.09
51.896,18.37
51.972,17.647
52.077,16.928
52.172,16.207
52.292,15.49
52.411,14.773
52.527,14.055
52.577,13.33
52.37,12.633
51.749,12.255
51.065,12.008
50.354,11.857
49.644,11.7
48.926,11.59
48.21,11.463
47.491,11.36
46.776,11.226
46.061,11.094
45.352,10.935
44.64,10.791
43.931,10.627
43.22,10.478
42.509,10.327
41.79,10.218
41.074,10.093
40.357,9.975
39.647,9.817
38.932,9.689
38.224,9.525
37.506,9.41
36.792,9.274
36.073,9.165
35.36,9.024
34.645,8.893
33.933,8.747
33.221,8.6
32.516,8.424
31.804,8.275
31.098,8.103
30.388,7.945
29.683,7.768
28.973,7.614
28.267,7.442
27.553,7.306
26.842,7.151
26.126,7.03
25.413,6.887
24.699,6.752
23.988,6.601
23.275,6.457
22.566,6.299
21.86,6.126
21.157,5.938
20.445,5.791
19.741,5.611
19.031,5.454
18.322,5.294
17.607,5.166
16.894,5.021
16.18,4.888
15.47,4.732
14.758,4.583
14.046,4.44
13.334,4.292
12.625,4.131
11.915,3.975
11.205,3.819
10.492,3.677
9.783,3.516
9.074,3.356
8.368,3.183
7.659,3.024
6.949,2.867
6.241,2.702
5.58,2.4
5.164,1.804
5.118,1.078
5.18,0.354
5.304,-0.362
5.424,-1.079
5.555,-1.794
5.697,-2.507
5.882,-3.21
6.026,-3.923
6.187,-4.631
6.343,-5.341
6.506,-6.05
6.643,-6.764
6.773,-7.479
