Error(m)
0.0
0.047
0.063
0.082
0.121
0.148
0.166
0.172
0.176
0.187
0.187
0.178
0.249
0.148
0.213
0.248
0.245
0.301
0.324
0.343
0.385
0.436
0.507
0.561
0.617
0.755
0.814
0.897
0.919
0.988
1.044
1.095
1.17
1.23
1.251
1.302
1.355
1.415
1.43
1.522
1.528
1.563
1.627
1.681
1.717
1.755
1.771
1.827
1.864
1.96
1.978
2.034
2.044
2.106
2.141
2.22
2.235
2.284
2.29
2.326
2.345
2.35
2.378
2.386
2.41
2.432
2.49
2.526
2.554
2.609
2.668
2.681
2.73
2.749
2.785
2.888
3.292
4.117
4.131
4.203
4.252
4.297
4.348
4.418
4.486
4.519
4.604
4.664
4.713
4.764
4.806
4.91
4.938
5.018
5.071
5.149
5.204
5.291
5.364
5.437
5.53
5.593
5.648
5.745
5.807
5.918
5.964
6.068
6.149
6.226
6.303
6.4
6.474
6.584
6.644
6.751
6.841
6.922
6.882
6.353
5.05
3.893
3.372
3.284
3.223
3.16
3.066
2.986
2.926
2.828
2.754
2.665
2.627
2.563
2.483
2.424
2.369
2.295
2.207
2.166
2.125
2.083
2.023
1.989
1.953
1.909
1.867
1.848
1.858
1.831
1.846
1.869
1.888
1.938
1.966
2.017
2.056
2.077
2.148
2.178
2.217
2.173
2.088
2.248
2.818
2.619
2.47
2.375
2.268
2.108
1.964
1.791
1.617
1.432
1.31
1.133
1.015
0.869
0.762
0.631
0.521
0.417
0.357
0.389
0.45
0.528
0.633
0.798
0.875
0.994
1.155
1.328
1.431
1.573
1.748
1.882
2.018
2.185
2.318
2.474
2.665
2.821
2.962
3.132
3.301
3.472
3.625
3.844
4.003
4.189
4.383
4.585
4.732
4.925
5.089
5.263
5.46
5.66
5.81
5.999
6.191
6.4
6.607
6.847
7.076
7.309
7.664
8.428
8.446
8.54
8.612
8.721
8.807
8.883
9.0
9.108
9.23
9.343
9.487
9.611
9.72
