userid,floorid,coordx,coordy,timestamp,wifiinfos,orient
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,50.200,10.950,1516454947251,f4:cb:52:00:4e:64|-78;00:11:32:53:be:f3|-80;d4:94:e8:21:3f:80|-44;d4:94:e8:21:67:a0|-30;d4:94:e8:1a:33:80|-66;d4:94:e8:02:27:80|-73;d4:94:e8:1e:ad:80|-52;d4:94:e8:1e:8d:20|-41;d4:94:e8:1e:88:60|-61;fc:d7:33:eb:51:8c|-68;48:7d:2e:d3:d9:50|-68;b8:08:d7:98:7c:64|-79;d4:94:e8:21:34:60|-39;d4:94:e8:21:6a:a0|-58;d4:94:e8:19:a3:e0|-57;d4:94:e8:1e:8d:00|-57;d4:94:e8:1a:0f:e0|-60;6c:b0:ce:29:5a:72|-69;8c:a6:df:9c:40:0d|-76;d4:94:e8:1a:11:40|-65;a0:21:b7:bf:da:bc|-74;08:57:00:5b:58:a2|-62;d8:15:0d:a0:d7:ca|-74;44:6e:e5:df:f1:a2|-86;d4:94:e8:1e:8c:60|-60;d4:94:e8:21:3d:60|-68;d4:94:e8:1e:8c:00|-53;d4:94:e8:02:27:e0|-63,2.2999
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,50.200,10.950,1516454948366,f4:cb:52:00:4e:64|-78;00:11:32:53:be:f3|-80;d4:94:e8:21:3f:80|-44;d4:94:e8:21:67:a0|-30;d4:94:e8:1a:33:80|-66;d4:94:e8:1e:ad:80|-52;d4:94:e8:1e:8d:20|-53;d4:94:e8:1e:88:60|-61;fc:d7:33:eb:51:8c|-67;48:7d:2e:d3:d9:50|-68;b8:08:d7:98:7c:64|-77;d4:94:e8:21:34:60|-36;d4:94:e8:21:6a:a0|-55;d4:94:e8:19:a3:e0|-59;d4:94:e8:1e:8d:00|-57;d4:94:e8:1a:0f:e0|-60;6c:b0:ce:29:5a:72|-69;8c:a6:df:9c:40:0d|-76;d4:94:e8:1a:11:40|-67;a0:21:b7:bf:da:bc|-74;d4:94:e8:1e:8c:60|-59;d4:94:e8:1e:8c:00|-53;d4:94:e8:02:27:e0|-65;e0:46:9a:52:40:e1|-81;00:24:01:7a:8c:c8|-85;cc:af:78:56:cf:d8|-86,2.3194
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,50.200,10.950,1516454949454,f4:cb:52:00:4e:64|-77;00:11:32:53:be:f3|-82;d4:94:e8:21:3f:80|-42;d4:94:e8:21:67:a0|-28;d4:94:e8:1a:33:80|-70;d4:94:e8:1e:ad:80|-56;d4:94:e8:1e:8d:20|-43;d4:94:e8:1e:88:60|-61;fc:d7:33:eb:51:8c|-67;48:7d:2e:d3:d9:50|-68;b8:08:d7:98:7c:64|-76;d4:94:e8:21:34:60|-43;d4:94:e8:21:6a:a0|-52;d4:94:e8:19:a3:e0|-58;d4:94:e8:1e:8d:00|-58;d4:94:e8:1a:0f:e0|-59;6c:b0:ce:29:5a:72|-70;8c:a6:df:9c:40:0d|-76;d4:94:e8:1a:11:40|-67;a0:21:b7:bf:da:bc|-74;d4:94:e8:1e:8c:60|-65;d4:94:e8:1e:8c:00|-56;d4:94:e8:02:27:e0|-65;e0:46:9a:52:40:e1|-78;00:24:01:7a:8c:c8|-85;cc:af:78:56:cf:d8|-86;9c:21:6a:7f:bf:7c|-66,2.3207
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,50.200,10.950,1516454950547,f4:cb:52:00:4e:64|-77;00:11:32:53:be:f3|-83;d4:94:e8:21:3f:80|-42;d4:94:e8:21:67:a0|-30;d4:94:e8:1a:33:80|-70;d4:94:e8:1e:ad:80|-56;d4:94:e8:1e:8d:20|-42;d4:94:e8:1e:88:60|-61;fc:d7:33:eb:51:8c|-67;48:7d:2e:d3:d9:50|-68;b8:08:d7:98:7c:64|-76;d4:94:e8:21:34:60|-37;d4:94:e8:21:6a:a0|-53;d4:94:e8:19:a3:e0|-58;d4:94:e8:1e:8d:00|-58;d4:94:e8:1a:0f:e0|-60;6c:b0:ce:29:5a:72|-70;8c:a6:df:9c:40:0d|-76;d4:94:e8:1a:11:40|-67;a0:21:b7:bf:da:bc|-74;d4:94:e8:1e:8c:60|-57;d4:94:e8:1e:8c:00|-54;d4:94:e8:02:27:e0|-66;e0:46:9a:52:40:e1|-78;00:24:01:7a:8c:c8|-85;cc:af:78:56:cf:d8|-86;9c:21:6a:7f:bf:7c|-66;08:57:00:5b:58:a2|-59;d8:15:0d:a0:d7:ca|-76;d4:94:e8:1e:ac:a0|-78,2.3196
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,50.200,10.950,1516454951707,f4:cb:52:00:4e:64|-77;00:11:32:53:be:f3|-83;d4:94:e8:21:3f:80|-42;d4:94:e8:21:67:a0|-30;d4:94:e8:1a:33:80|-70;d4:94:e8:1e:ad:80|-55;d4:94:e8:1e:8d:20|-42;fc:d7:33:eb:51:8c|-75;48:7d:2e:d3:d9:50|-67;b8:08:d7:98:7c:64|-77;d4:94:e8:21:34:60|-36;d4:94:e8:21:6a:a0|-52;d4:94:e8:19:a3:e0|-57;d4:94:e8:1e:8d:00|-58;d4:94:e8:1a:0f:e0|-60;6c:b0:ce:29:5a:72|-68;8c:a6:df:9c:40:0d|-76;d4:94:e8:1a:11:40|-66;a0:21:b7:bf:da:bc|-71;d4:94:e8:1e:8c:60|-61;d4:94:e8:1e:8c:00|-56;d4:94:e8:02:27:e0|-64;e0:46:9a:52:40:e1|-78;00:24:01:7a:8c:c8|-85;cc:af:78:56:cf:d8|-86;9c:21:6a:7f:bf:7c|-66;08:57:00:5b:58:a2|-59;d8:15:0d:a0:d7:ca|-78;d4:94:e8:1e:ac:a0|-78;2c:b2:1a:37:6b:2a|-80,2.2975
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,50.200,10.950,1516454952836,f4:cb:52:00:4e:64|-77;00:11:32:53:be:f3|-81;d4:94:e8:21:3f:80|-53;d4:94:e8:21:67:a0|-30;d4:94:e8:1a:33:80|-70;d4:94:e8:1e:ad:80|-50;d4:94:e8:1e:8d:20|-41;fc:d7:33:eb:51:8c|-68;48:7d:2e:d3:d9:50|-68;b8:08:d7:98:7c:64|-78;d4:94:e8:21:34:60|-36;d4:94:e8:21:6a:a0|-54;d4:94:e8:19:a3:e0|-57;d4:94:e8:1e:8d:00|-54;d4:94:e8:1a:0f:e0|-59;6c:b0:ce:29:5a:72|-68;d4:94:e8:1a:11:40|-67;a0:21:b7:bf:da:bc|-73;d4:94:e8:1e:8c:60|-60;d4:94:e8:1e:8c:00|-52;d4:94:e8:02:27:e0|-63;e0:46:9a:52:40:e1|-79;00:24:01:7a:8c:c8|-85;cc:af:78:56:cf:d8|-86;9c:21:6a:7f:bf:7c|-66;08:57:00:5b:58:a2|-59;d8:15:0d:a0:d7:ca|-78;d4:94:e8:1e:ac:a0|-78;2c:b2:1a:37:6b:2a|-80;10:9f:a9:2d:e3:59|-77;f8:da:0c:0e:1b:ac|-79;d4:94:e8:1e:88:60|-71,2.2919
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,50.200,10.950,1516454953943,f4:cb:52:00:4e:64|-77;00:11:32:53:be:f3|-81;d4:94:e8:21:3f:80|-55;d4:94:e8:21:67:a0|-29;d4:94:e8:1a:33:80|-70;d4:94:e8:1e:ad:80|-49;d4:94:e8:1e:8d:20|-41;fc:d7:33:eb:51:8c|-68;48:7d:2e:d3:d9:50|-66;b8:08:d7:98:7c:64|-76;d4:94:e8:21:34:60|-36;d4:94:e8:21:6a:a0|-54;d4:94:e8:19:a3:e0|-56;d4:94:e8:1e:8d:00|-55;d4:94:e8:1a:0f:e0|-59;6c:b0:ce:29:5a:72|-68;d4:94:e8:1a:11:40|-67;a0:21:b7:bf:da:bc|-73;d4:94:e8:1e:8c:60|-59;d4:94:e8:1e:8c:00|-54;d4:94:e8:02:27:e0|-63;e0:46:9a:52:40:e1|-79;00:24:01:7a:8c:c8|-85;cc:af:78:56:cf:d8|-86;9c:21:6a:7f:bf:7c|-72;08:57:00:5b:58:a2|-59;d8:15:0d:a0:d7:ca|-78;d4:94:e8:1e:ac:a0|-78;2c:b2:1a:37:6b:2a|-80;10:9f:a9:2d:e3:59|-77;f8:da:0c:0e:1b:ac|-79;d4:94:e8:1e:88:60|-71;ac:a2:13:3d:c1:55|-83;4a:ee:65:aa:60:8d|-86,2.3127
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,50.200,10.950,1516454955035,f4:cb:52:00:4e:64|-77;00:11:32:53:be:f3|-83;d4:94:e8:21:3f:80|-45;d4:94:e8:21:67:a0|-29;d4:94:e8:1a:33:80|-70;d4:94:e8:1e:ad:80|-55;d4:94:e8:1e:8d:20|-41;fc:d7:33:eb:51:8c|-68;48:7d:2e:d3:d9:50|-66;b8:08:d7:98:7c:64|-74;d4:94:e8:21:34:60|-36;d4:94:e8:21:6a:a0|-54;d4:94:e8:19:a3:e0|-56;d4:94:e8:1e:8d:00|-55;d4:94:e8:1a:0f:e0|-59;6c:b0:ce:29:5a:72|-68;d4:94:e8:1a:11:40|-67;a0:21:b7:bf:da:bc|-74;d4:94:e8:1e:8c:60|-59;d4:94:e8:1e:8c:00|-57;d4:94:e8:02:27:e0|-63;e0:46:9a:52:40:e1|-78;9c:21:6a:7f:bf:7c|-71;08:57:00:5b:58:a2|-59;d8:15:0d:a0:d7:ca|-78;d4:94:e8:1e:ac:a0|-78;2c:b2:1a:37:6b:2a|-80;10:9f:a9:2d:e3:59|-77;f8:da:0c:0e:1b:ac|-79;d4:94:e8:1e:88:60|-71;ac:a2:13:3d:c1:55|-83;4a:ee:65:aa:60:8d|-86,2.3091
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,50.200,10.950,1516454956223,f4:cb:52:00:4e:64|-78;00:11:32:53:be:f3|-83;d4:94:e8:21:3f:80|-43;d4:94:e8:21:67:a0|-29;d4:94:e8:1a:33:80|-71;d4:94:e8:1e:ad:80|-52;d4:94:e8:1e:8d:20|-53;fc:d7:33:eb:51:8c|-67;48:7d:2e:d3:d9:50|-66;b8:08:d7:98:7c:64|-77;d4:94:e8:21:34:60|-36;d4:94:e8:21:6a:a0|-53;d4:94:e8:19:a3:e0|-56;d4:94:e8:1e:8d:00|-58;d4:94:e8:1a:0f:e0|-60;6c:b0:ce:29:5a:72|-68;d4:94:e8:1a:11:40|-67;a0:21:b7:bf:da:bc|-72;d4:94:e8:1e:8c:60|-59;d4:94:e8:1e:8c:00|-58;d4:94:e8:02:27:e0|-64;e0:46:9a:52:40:e1|-78;9c:21:6a:7f:bf:7c|-71;08:57:00:5b:58:a2|-59;d8:15:0d:a0:d7:ca|-75;d4:94:e8:1e:ac:a0|-78;2c:b2:1a:37:6b:2a|-80;10:9f:a9:2d:e3:59|-77;f8:da:0c:0e:1b:ac|-79;d4:94:e8:1e:88:60|-71;ac:a2:13:3d:c1:55|-83;4a:ee:65:aa:60:8d|-86,2.3051
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,50.200,10.950,1516454956782,f4:cb:52:00:4e:64|-78;00:11:32:53:be:f3|-83;d4:94:e8:21:3f:80|-43;d4:94:e8:21:67:a0|-29;d4:94:e8:1a:33:80|-71;d4:94:e8:1e:ad:80|-52;d4:94:e8:1e:8d:20|-53;fc:d7:33:eb:51:8c|-67;48:7d:2e:d3:d9:50|-66;b8:08:d7:98:7c:64|-77;d4:94:e8:21:34:60|-36;d4:94:e8:21:6a:a0|-53;d4:94:e8:19:a3:e0|-56;d4:94:e8:1e:8d:00|-58;d4:94:e8:1a:0f:e0|-60;6c:b0:ce:29:5a:72|-68;d4:94:e8:1a:11:40|-67;a0:21:b7:bf:da:bc|-72;d4:94:e8:1e:8c:60|-59;d4:94:e8:1e:8c:00|-58;d4:94:e8:02:27:e0|-64;e0:46:9a:52:40:e1|-78;9c:21:6a:7f:bf:7c|-71;d8:15:0d:a0:d7:ca|-75;2c:b2:1a:37:6b:2a|-80;10:9f:a9:2d:e3:59|-77;f8:da:0c:0e:1b:ac|-79;d4:94:e8:1e:88:60|-71;ac:a2:13:3d:c1:55|-83;4a:ee:65:aa:60:8d|-86,2.3093
