segid,coordx,coordy,wifiinfos
seg20,2.719,10.7,d4:94:e8:1e:a2:70|-59.0;8c:ab:8e:e3:50:90|-72.0;d4:94:e8:21:27:30|-83.0;00:06:f4:af:50:20|-70.0;d4:94:e8:21:0a:a0|-54.0;d8:15:0d:0e:74:78|-81.0;d4:94:e8:21:27:70|-73.0;d4:94:e8:21:28:70|-53.0;d4:94:e8:21:24:d0|-74.0;d4:94:e8:21:27:90|-86.0;d4:94:e8:21:28:50|-89.0;d4:94:e8:21:6b:20|-57.0;02:ca:fe:ca:ca:30|-86.0;d4:94:e8:21:28:f0|-66.0;d4:94:e8:21:26:f0|-64.0;ee:26:ca:a8:f2:f8|-67.0;44:6e:e5:df:f1:a2|-63.0;bc:46:99:9f:99:c6|-76.0;d4:94:e8:21:27:a0|-77.0;00:24:01:7a:8c:c8|-57.0;d4:94:e8:1e:a2:60|-55.0;d4:94:e8:21:26:e0|-59.0;d4:94:e8:21:34:70|-60.0;cc:af:78:56:cf:d8|-68.0;d4:94:e8:21:0a:b0|-78.0;d4:94:e8:21:27:50|-85.0;d4:94:e8:21:28:60|-66.0;d4:94:e8:21:6b:30|-77.0;d4:94:e8:21:67:10|-57.0;00:27:19:2c:10:c4|-52.0;8c:ab:8e:73:33:88|-71.0;d4:94:e8:21:66:d0|-86.0;d4:94:e8:21:28:e0|-61.0;d4:94:e8:21:27:60|-66.0;d4:94:e8:1e:8d:30|-57.0;d4:94:e8:21:27:b0|-81.0;d4:94:e8:21:3d:70|-45.5;ee:26:ca:ac:f2:f8|-76.0;d4:94:e8:1e:8d:10|-44.0
seg20,4.238,10.7,d4:94:e8:1e:a2:70|-59.0;8c:ab:8e:e3:50:90|-72.0;d4:94:e8:21:27:30|-83.0;00:06:f4:af:50:20|-70.0;d4:94:e8:21:0a:a0|-54.0;d8:15:0d:0e:74:78|-81.0;d4:94:e8:21:27:70|-73.0;d4:94:e8:21:28:70|-53.0;d4:94:e8:21:24:d0|-74.0;d4:94:e8:21:27:90|-86.0;d4:94:e8:21:28:50|-89.0;d4:94:e8:21:28:f0|-66.0;d4:94:e8:21:26:f0|-64.0;ee:26:ca:a8:f2:f8|-67.0;44:6e:e5:df:f1:a2|-63.0;bc:46:99:9f:99:c6|-76.0;d4:94:e8:21:27:a0|-77.0;00:24:01:7a:8c:c8|-57.0;d4:94:e8:1e:a2:60|-55.0;02:ca:fe:ca:ca:30|-86.0;d4:94:e8:21:34:70|-60.0;cc:af:78:56:cf:d8|-68.0;d4:94:e8:21:0a:b0|-78.0;d4:94:e8:21:27:50|-85.0;d4:94:e8:21:28:60|-66.0;d4:94:e8:21:6b:30|-77.0;d4:94:e8:21:67:10|-57.0;00:27:19:2c:10:c4|-52.0;8c:ab:8e:73:33:88|-71.0;d4:94:e8:21:66:d0|-86.0;d4:94:e8:21:28:e0|-61.0;d4:94:e8:21:27:60|-66.0;d4:94:e8:1e:8d:30|-57.0;d4:94:e8:21:27:b0|-81.0;d4:94:e8:21:3d:70|-46.0;ee:26:ca:ac:f2:f8|-76.0;d4:94:e8:1e:8d:10|-44.0
seg20,4.997,10.7,d4:94:e8:1e:a2:70|-59.0;8c:ab:8e:e3:50:90|-72.0;d4:94:e8:21:27:30|-83.0;00:06:f4:af:50:20|-70.0;d4:94:e8:21:0a:a0|-54.0;d8:15:0d:0e:74:78|-81.0;d4:94:e8:21:27:70|-73.0;d4:94:e8:21:28:70|-53.0;d4:94:e8:21:24:d0|-74.0;d4:94:e8:21:27:90|-86.0;d4:94:e8:21:28:50|-89.0;d4:94:e8:21:28:f0|-66.0;d4:94:e8:21:26:f0|-64.0;ee:26:ca:a8:f2:f8|-67.0;44:6e:e5:df:f1:a2|-63.0;bc:46:99:9f:99:c6|-76.0;d4:94:e8:21:27:a0|-77.0;00:24:01:7a:8c:c8|-57.0;d4:94:e8:1e:a2:60|-55.0;02:ca:fe:ca:ca:30|-86.0;d4:94:e8:21:34:70|-60.0;cc:af:78:56:cf:d8|-68.0;d4:94:e8:21:0a:b0|-78.0;d4:94:e8:21:27:50|-85.0;d4:94:e8:21:28:60|-66.0;d4:94:e8:21:6b:30|-77.0;d4:94:e8:21:67:10|-57.0;00:27:19:2c:10:c4|-52.0;8c:ab:8e:73:33:88|-71.0;d4:94:e8:21:66:d0|-86.0;d4:94:e8:21:28:e0|-61.0;d4:94:e8:21:27:60|-66.0;d4:94:e8:1e:8d:30|-57.0;d4:94:e8:21:27:b0|-81.0;d4:94:e8:21:3d:70|-48.0;ee:26:ca:ac:f2:f8|-76.0;d4:94:e8:1e:8d:10|-44.0
seg20,8.794,10.7,d4:94:e8:1e:a2:70|-80.0;8c:ab:8e:e3:50:90|-78.0;d4:94:e8:21:34:60|-55.0;d4:94:e8:21:27:30|-83.0;00:06:f4:af:50:20|-70.0;d4:94:e8:21:0a:a0|-70.0;d8:15:0d:0e:74:78|-81.0;d4:94:e8:21:27:70|-73.0;d4:94:e8:21:28:70|-53.0;d4:94:e8:21:24:d0|-74.0;d4:94:e8:21:27:90|-86.0;d4:94:e8:21:28:50|-89.0;d4:94:e8:1e:ac:a0|-63.0;d4:94:e8:21:6a:b0|-75.0;d4:94:e8:21:28:f0|-66.0;d4:94:e8:21:26:f0|-64.0;ee:26:ca:a8:f2:f8|-74.0;44:6e:e5:df:f1:a2|-59.0;bc:46:99:9f:99:c6|-76.0;d4:94:e8:21:27:a0|-77.0;d4:94:e8:21:67:b0|-81.0;00:24:01:7a:8c:c8|-57.0;d4:94:e8:21:3d:60|-48.0;d4:94:e8:1e:8d:00|-34.0;d4:94:e8:1e:8d:20|-39.0;d4:94:e8:1e:a2:60|-71.0;d4:94:e8:19:a6:c0|-53.0;02:ca:fe:ca:ca:30|-86.0;d4:94:e8:21:34:70|-54.0;cc:af:78:56:cf:d8|-68.0;d4:94:e8:21:0a:b0|-78.0;d4:94:e8:21:27:50|-85.0;d4:94:e8:21:28:60|-66.0;d4:94:e8:21:6b:30|-77.0;d4:94:e8:21:67:10|-57.0;00:27:19:2c:10:c4|-54.0;8c:ab:8e:73:33:88|-71.0;d4:94:e8:21:66:d0|-86.0;d4:94:e8:21:28:e0|-61.0;d4:94:e8:21:27:60|-66.0;d4:94:e8:1e:8d:30|-45.0;d4:94:e8:21:27:b0|-81.0;d4:94:e8:21:3d:70|-53.0;ee:26:ca:ac:f2:f8|-76.0;d4:94:e8:1e:8d:10|-40.0
seg20,9.553,10.7,d4:94:e8:1e:a2:70|-80.0;8c:ab:8e:e3:50:90|-78.0;d4:94:e8:21:34:60|-55.0;d4:94:e8:21:27:30|-83.0;00:06:f4:af:50:20|-70.0;d4:94:e8:21:0a:a0|-70.0;d8:15:0d:0e:74:78|-81.0;d4:94:e8:21:27:70|-73.0;d4:94:e8:21:28:70|-53.0;d4:94:e8:21:24:d0|-74.0;d4:94:e8:21:27:90|-86.0;d4:94:e8:21:28:50|-89.0;d4:94:e8:1e:ac:a0|-63.0;d4:94:e8:21:6a:b0|-75.0;d4:94:e8:21:28:f0|-66.0;d4:94:e8:21:26:f0|-64.0;ee:26:ca:a8:f2:f8|-74.0;44:6e:e5:df:f1:a2|-59.0;bc:46:99:9f:99:c6|-76.0;d4:94:e8:21:27:a0|-77.0;d4:94:e8:21:67:b0|-81.0;00:24:01:7a:8c:c8|-57.0;d4:94:e8:21:3d:60|-48.0;d4:94:e8:1e:8d:00|-34.0;d4:94:e8:1e:8d:20|-39.0;d4:94:e8:1e:a2:60|-71.0;d4:94:e8:19:a6:c0|-53.0;02:ca:fe:ca:ca:30|-86.0;d4:94:e8:21:34:70|-54.0;cc:af:78:56:cf:d8|-68.0;d4:94:e8:21:0a:b0|-78.0;d4:94:e8:21:27:50|-85.0;d4:94:e8:21:28:60|-66.0;d4:94:e8:21:6b:30|-77.0;d4:94:e8:21:67:10|-57.0;00:27:19:2c:10:c4|-54.0;8c:ab:8e:73:33:88|-71.0;d4:94:e8:21:66:d0|-86.0;d4:94:e8:21:28:e0|-61.0;d4:94:e8:21:27:60|-66.0;d4:94:e8:1e:8d:30|-45.0;d4:94:e8:21:27:b0|-81.0;d4:94:e8:21:3d:70|-64.0;ee:26:ca:ac:f2:f8|-76.0;d4:94:e8:1e:8d:10|-40.0
seg20,10.312,10.7,d4:94:e8:1e:a2:70|-80.0;8c:ab:8e:e3:50:90|-78.0;d4:94:e8:21:34:60|-55.0;d4:94:e8:21:27:30|-83.0;00:06:f4:af:50:20|-70.0;d4:94:e8:21:0a:a0|-70.0;d8:15:0d:0e:74:78|-81.0;d4:94:e8:21:27:70|-73.0;d4:94:e8:21:28:70|-53.0;d4:94:e8:21:24:d0|-74.0;d4:94:e8:21:27:90|-86.0;d4:94:e8:21:28:50|-89.0;d4:94:e8:1e:ac:a0|-63.0;d4:94:e8:21:6a:b0|-75.0;d4:94:e8:21:66:d0|-86.0;d4:94:e8:21:26:f0|-64.0;ee:26:ca:a8:f2:f8|-74.0;44:6e:e5:df:f1:a2|-59.0;bc:46:99:9f:99:c6|-76.0;d4:94:e8:21:67:b0|-81.0;00:24:01:7a:8c:c8|-57.0;d4:94:e8:21:3d:60|-48.0;d4:94:e8:1e:8d:00|-34.0;d4:94:e8:1e:8d:20|-39.0;d4:94:e8:1e:a2:60|-71.0;d4:94:e8:19:a6:c0|-53.0;02:ca:fe:ca:ca:30|-86.0;d4:94:e8:21:34:70|-54.0;cc:af:78:56:cf:d8|-68.0;d4:94:e8:21:0a:b0|-78.0;d4:94:e8:21:27:50|-85.0;d4:94:e8:21:28:60|-66.0;d4:94:e8:21:6b:30|-77.0;d4:94:e8:21:67:10|-57.0;00:27:19:2c:10:c4|-54.0;8c:ab:8e:73:33:88|-71.0;d4:94:e8:21:28:f0|-66.0;d4:94:e8:21:27:60|-66.0;d4:94:e8:1e:8d:30|-45.0;d4:94:e8:21:27:b0|-81.0;d4:94:e8:21:3d:70|-66.0;ee:26:ca:ac:f2:f8|-76.0;d4:94:e8:1e:8d:10|-40.0
seg20,11.072,10.7,d4:94:e8:1e:a2:70|-80.0;8c:ab:8e:e3:50:90|-78.0;d4:94:e8:21:34:60|-55.0;d4:94:e8:21:27:30|-83.0;00:06:f4:af:50:20|-70.0;d4:94:e8:21:0a:a0|-70.0;d8:15:0d:0e:74:78|-81.0;d4:94:e8:21:27:70|-73.0;d4:94:e8:21:28:70|-53.0;d4:94:e8:21:24:d0|-74.0;d4:94:e8:21:27:90|-86.0;d4:94:e8:21:28:50|-89.0;d4:94:e8:1e:ac:a0|-63.0;d4:94:e8:21:6a:b0|-75.0;d4:94:e8:21:66:d0|-86.0;d4:94:e8:21:26:f0|-64.0;ee:26:ca:a8:f2:f8|-74.0;44:6e:e5:df:f1:a2|-59.0;bc:46:99:9f:99:c6|-76.0;d4:94:e8:21:67:b0|-81.0;00:24:01:7a:8c:c8|-57.0;d4:94:e8:21:3d:60|-48.0;d4:94:e8:1e:8d:00|-34.0;d4:94:e8:1e:8d:20|-39.0;d4:94:e8:1e:a2:60|-71.0;d4:94:e8:19:a6:c0|-53.0;02:ca:fe:ca:ca:30|-86.0;d4:94:e8:21:34:70|-54.0;cc:af:78:56:cf:d8|-68.0;d4:94:e8:21:0a:b0|-78.0;d4:94:e8:21:27:50|-85.0;d4:94:e8:21:28:60|-66.0;d4:94:e8:21:6b:30|-77.0;d4:94:e8:21:67:10|-57.0;00:27:19:2c:10:c4|-54.0;8c:ab:8e:73:33:88|-71.0;d4:94:e8:21:28:f0|-66.0;d4:94:e8:21:27:60|-66.0;d4:94:e8:1e:8d:30|-45.0;d4:94:e8:21:27:b0|-81.0;d4:94:e8:21:3d:70|-66.0;ee:26:ca:ac:f2:f8|-76.0;d4:94:e8:1e:8d:10|-40.0
seg20,14.869,10.7,d4:94:e8:1e:a2:70|-80.0;8c:ab:8e:e3:50:90|-78.0;d4:94:e8:21:34:60|-55.0;d4:94:e8:21:27:30|-83.0;00:06:f4:af:50:20|-70.0;d4:94:e8:21:0a:a0|-70.0;d8:15:0d:0e:74:78|-81.0;d4:94:e8:21:27:70|-73.0;d4:94:e8:21:28:70|-53.0;d4:94:e8:21:24:d0|-74.0;d4:94:e8:21:27:90|-86.0;d4:94:e8:21:28:50|-89.0;d4:94:e8:1e:ac:a0|-63.0;d4:94:e8:21:6a:b0|-72.0;d4:94:e8:21:66:d0|-86.0;d4:94:e8:21:26:f0|-64.0;ee:26:ca:a8:f2:f8|-74.0;44:6e:e5:df:f1:a2|-59.0;bc:46:99:9f:99:c6|-76.0;d4:94:e8:21:67:b0|-81.0;d4:94:e8:21:3f:90|-81.0;00:24:01:7a:8c:c8|-69.0;d4:94:e8:21:3d:60|-48.0;d4:94:e8:1e:8d:00|-34.0;d4:94:e8:1e:8d:20|-39.0;d4:94:e8:1e:a2:60|-71.0;d4:94:e8:19:a6:c0|-53.0;02:ca:fe:ca:ca:30|-86.0;d4:94:e8:21:34:70|-47.0;cc:af:78:56:cf:d8|-68.0;d4:94:e8:1e:ae:80|-72.0;d4:94:e8:21:0a:b0|-78.0;d4:94:e8:21:27:50|-85.0;d4:94:e8:21:28:60|-66.0;d4:94:e8:21:6b:30|-77.0;d4:94:e8:21:67:10|-57.0;00:27:19:2c:10:c4|-62.0;8c:ab:8e:73:33:88|-71.0;d4:94:e8:21:28:f0|-66.0;d4:94:e8:21:3f:80|-60.0;d4:94:e8:21:27:60|-66.0;d4:94:e8:1e:8d:30|-49.0;d4:94:e8:21:27:b0|-81.0;d4:94:e8:21:3d:70|-72.0;ee:26:ca:ac:f2:f8|-76.0;d4:94:e8:1e:8d:10|-44.0
seg19,15.628,10.7,d4:94:e8:1e:a2:70|-80.0;8c:ab:8e:e3:50:90|-78.0;d4:94:e8:21:34:60|-55.0;d4:94:e8:21:27:30|-83.0;00:06:f4:af:50:20|-70.0;d4:94:e8:21:0a:a0|-70.0;d8:15:0d:0e:74:78|-81.0;d4:94:e8:21:27:70|-73.0;d4:94:e8:21:28:70|-53.0;d4:94:e8:21:24:d0|-74.0;d4:94:e8:21:27:90|-86.0;d4:94:e8:21:28:50|-89.0;d4:94:e8:1e:ac:a0|-63.0;d4:94:e8:21:6a:b0|-72.0;d4:94:e8:21:66:d0|-86.0;d4:94:e8:21:26:f0|-64.0;ee:26:ca:a8:f2:f8|-74.0;44:6e:e5:df:f1:a2|-59.0;bc:46:99:9f:99:c6|-76.0;d4:94:e8:21:67:b0|-81.0;d4:94:e8:21:3f:90|-81.0;00:24:01:7a:8c:c8|-69.0;d4:94:e8:21:3d:60|-48.0;d4:94:e8:1e:8d:00|-34.0;d4:94:e8:1e:8d:20|-39.0;d4:94:e8:1e:a2:60|-71.0;d4:94:e8:19:a6:c0|-53.0;02:ca:fe:ca:ca:30|-86.0;d4:94:e8:21:34:70|-47.0;cc:af:78:56:cf:d8|-68.0;d4:94:e8:1e:ae:80|-72.0;d4:94:e8:21:0a:b0|-78.0;d4:94:e8:21:27:50|-85.0;d4:94:e8:21:28:60|-66.0;d4:94:e8:21:6b:30|-77.0;d4:94:e8:21:67:10|-57.0;00:27:19:2c:10:c4|-62.0;8c:ab:8e:73:33:88|-71.0;d4:94:e8:21:28:f0|-66.0;d4:94:e8:21:3f:80|-60.0;d4:94:e8:21:27:60|-66.0;d4:94:e8:1e:8d:30|-49.0;d4:94:e8:21:27:b0|-81.0;d4:94:e8:21:3d:70|-79.0;ee:26:ca:ac:f2:f8|-76.0;d4:94:e8:1e:8d:10|-44.0
seg19,16.388,10.7,d4:94:e8:1e:a2:70|-80.0;d4:94:e8:21:34:60|-55.0;d4:94:e8:21:27:30|-83.0;00:06:f4:af:50:20|-70.0;d4:94:e8:21:0a:a0|-70.0;d8:15:0d:0e:74:78|-81.0;d4:94:e8:21:27:70|-73.0;d4:94:e8:21:28:70|-53.0;d4:94:e8:21:24:d0|-74.0;d4:94:e8:21:27:90|-86.0;d4:94:e8:21:28:50|-89.0;d4:94:e8:1e:ac:a0|-63.0;d4:94:e8:21:6a:b0|-72.0;d4:94:e8:21:66:d0|-86.0;d4:94:e8:21:26:f0|-64.0;ee:26:ca:a8:f2:f8|-74.0;44:6e:e5:df:f1:a2|-59.0;bc:46:99:9f:99:c6|-76.0;d4:94:e8:21:3f:80|-60.0;d4:94:e8:21:3f:90|-81.0;00:24:01:7a:8c:c8|-69.0;d4:94:e8:21:3d:60|-48.0;d4:94:e8:1e:8d:00|-34.0;d4:94:e8:1e:8d:20|-39.0;d4:94:e8:1e:a2:60|-71.0;d4:94:e8:19:a6:c0|-53.0;02:ca:fe:ca:ca:30|-86.0;d4:94:e8:21:34:70|-47.0;d4:94:e8:1e:ae:80|-72.0;8c:ab:8e:e3:50:90|-78.0;d4:94:e8:21:6b:30|-77.0;d4:94:e8:21:67:10|-57.0;00:27:19:2c:10:c4|-62.0;8c:ab:8e:73:33:88|-71.0;d4:94:e8:21:28:f0|-66.0;d4:94:e8:21:67:b0|-81.0;d4:94:e8:1e:8d:30|-49.0;cc:af:78:56:cf:d8|-68.0;d4:94:e8:21:3d:70|-80.0;ee:26:ca:ac:f2:f8|-76.0;d4:94:e8:1e:8d:10|-44.0
