timestamp,gyro_x,gyro_y,gyro_z
1498117099643,-0.005203247,-0.020141602,-0.018035889
1498117099663,-0.008712769,-0.0015106201,-0.015899658
1498117099685,-0.026275635,0.018493652,-0.0078125
1498117099703,-0.063079834,-0.010513306,-0.02507019
1498117099723,-0.035446167,-0.022888184,-0.042770386
1498117099744,-0.0071868896,0.023391724,-0.027496338
1498117099764,-0.023223877,0.022003174,-0.020019531
1498117099785,-0.04689026,-0.018463135,-0.02017212
1498117099804,-0.054534912,0.0068969727,0.012359619
1498117099824,-0.07392883,0.008117676,0.056488037
1498117099845,-0.05819702,-0.013717651,0.053894043
1498117099865,-0.034072876,-0.0076141357,0.039535522
1498117099884,-0.044448853,0.015899658,0.023956299
1498117099905,-0.05255127,0.023529053,0.021057129
1498117099925,-0.0496521,0.016052246,0.016326904
1498117099946,-0.036819458,0.014678955,-0.004135132
1498117099965,-0.037124634,-1.373291E-4,-0.0287323
1498117099985,-0.034835815,0.012542725,-0.04399109
1498117100005,-0.05117798,0.054840088,-0.032089233
1498117100025,-0.07102966,0.05041504,-0.018188477
1498117100046,-0.045516968,0.008117676,-0.020629883
1498117100066,0.013580322,-0.008071899,-0.01864624
1498117100086,0.024108887,-7.4768066E-4,-0.006729126
1498117100106,0.008987427,0.021865845,0.005630493
1498117100126,-0.010238647,0.027664185,0.0079193115
1498117100147,-0.005355835,0.02017212,-0.009185791
1498117100166,-3.2043457E-4,-0.0013580322,-0.013000488
1498117100186,0.008682251,0.0018463135,-0.020935059
1498117100207,-0.01864624,0.0236969,-0.025817871
1498117100227,-0.037734985,0.014831543,-0.045669556
1498117100247,-0.033309937,-0.004562378,-0.058654785
1498117100267,-0.026733398,-0.011276245,-0.03956604
1498117100287,-0.031784058,-0.0053253174,-0.035751343
1498117100308,-0.03315735,0.0033874512,-0.024459839
1498117100327,5.950928E-4,0.01071167,-0.01940918
1498117100348,0.004257202,0.014831543,-0.023376465
1498117100368,-0.043533325,0.0044403076,-0.019714355
1498117100388,-0.05697632,-0.014480591,0.010055542
1498117100409,-0.028869629,-0.0018157959,0.043807983
1498117100428,-0.0013885498,0.01651001,0.0410614
1498117100449,-0.002609253,0.0140686035,0.004714966
1498117100468,-4.7302246E-4,0.015136719,-0.014984131
1498117100489,0.0065460205,0.018798828,-0.0140686035
1498117100510,0.0050201416,0.018188477,-0.0140686035
1498117100529,0.0010528564,0.016052246,-0.023986816
1498117100564,-0.015594482,0.032852173,-0.0388031
1498117100570,-0.029174805,0.016815186,-0.02078247
1498117100589,-0.009933472,0.011932373,-7.7819824E-4
1498117100609,0.010223389,0.029953003,0.0027313232
1498117100629,0.010528564,0.011169434,-7.7819824E-4
1498117100650,0.025939941,0.014526367,-0.016815186
1498117100670,0.020904541,0.008575439,-0.013763428
1498117100690,0.006088257,0.0113220215,-0.019866943
1498117100710,-0.0023040771,0.0053710938,-0.030715942
1498117100730,-0.013458252,-4.4250488E-4,-0.028884888
1498117100751,-0.0116119385,-0.0012054443,-0.029037476
1498117100770,0.0036468506,0.014831543,-0.027664185
1498117100790,0.003189087,0.0019989014,-0.01864624
1498117100811,0.016174316,-0.023651123,-0.0047454834
1498117100832,0.007003784,-0.0131073,-0.009643555
1498117100851,-0.022155762,-0.0079193115,-0.0073394775
1498117100871,-0.030700684,-0.017852783,-0.010253906
1498117100891,-0.041549683,-0.019378662,-0.013153076
1498117100912,-0.043533325,-0.0022735596,0.0028839111
1498117100932,-0.011016846,0.007507324,-1.6784668E-4
1498117100955,-0.0126953125,-0.007003784,-0.010101318
1498117100972,-0.05039978,-0.0025787354,-0.0061187744
1498117100993,-0.056671143,0.022476196,0.030670166
1498117101012,-0.04673767,0.021392822,0.055114746
1498117101032,-0.016815186,0.024291992,0.04777527
1498117101053,-0.02017212,0.02217102,0.056793213
1498117101073,-0.016052246,0.040481567,0.055877686
1498117101093,-0.01361084,0.04751587,0.05189514
1498117101115,-0.0062713623,0.025985718,0.04548645
1498117101133,0.029159546,0.021392822,0.05496216
1498117101154,0.047332764,0.028274536,0.054656982
1498117101174,0.010375977,0.060333252,0.018615723
1498117101194,-0.019561768,0.032699585,0.0132751465
1498117101214,-0.0116119385,0.04032898,0.036483765
1498117101234,0.023651123,0.07621765,0.053588867
1498117101255,0.00730896,0.07408142,0.044570923
1498117101275,-0.033462524,0.045074463,0.038467407
1498117101294,-0.05178833,0.042312622,0.05067444
1498117101315,-0.052856445,0.058502197,0.06137085
1498117101335,-0.030090332,0.07133484,0.041519165
1498117101356,-0.0036773682,0.04307556,0.0410614
1498117101375,0.01739502,0.034225464,0.056030273
1498117101395,0.038467407,0.018341064,0.059387207
1498117101415,0.031600952,0.041244507,0.05053711
1498117101435,0.02029419,0.019104004,0.055725098
1498117101456,0.023956299,0.023391724,0.05831909
1498117101476,-0.016662598,0.036209106,0.041671753
1498117101496,-0.03742981,0.034683228,0.050369263
1498117101516,0.028076172,0.022476196,0.057403564
1498117101536,0.054656982,0.025817871,0.053894043
1498117101557,0.021362305,0.031021118,0.045333862
1498117101577,-0.039871216,0.02017212,0.056793213
1498117101597,-0.026733398,0.008575439,0.06427002
1498117101616,0.05618286,0.015594482,0.06137085
1498117101637,0.061065674,0.016052246,0.04258728
1498117101657,0.018615723,0.0073547363,0.02243042
1498117101677,0.019073486,0.0056762695,0.01020813
1498117101698,0.061828613,0.004135132,-0.013305664
1498117101717,0.055114746,0.016357422,-0.026290894
1498117101737,0.035568237,0.0072021484,-0.046142578
1498117101767,-0.0126953125,-0.014343262,-0.04827881
1498117101777,-0.019256592,-0.017242432,-0.01864624
1498117101798,-0.015289307,-0.0010528564,0.004257202
1498117101818,-0.009017944,0.0027770996,0.010971069
1498117101838,0.019226074,-0.039382935,0.037094116
1498117101860,0.045333862,-0.030975342,0.04899597
1498117101879,0.03388977,-0.024414063,0.041519165
1498117101899,0.030075073,-0.032348633,0.013885498
1498117101919,0.02609253,-0.0289917,-0.0016937256
1498117101939,0.01739502,-0.013717651,-0.011474609
1498117101960,-0.0030670166,-0.023651123,-0.016662598
1498117101979,-0.0045928955,-0.039535522,-0.010559082
1498117101999,0.00730896,-0.026397705,-0.0078125
1498117102020,0.006088257,0.0070495605,-0.0068969727
1498117102040,-0.0073394775,9.3078613E-4,0.008682251
1498117102060,0.0036468506,-0.012802124,0.0033416748
1498117102080,0.015411377,-0.027923584,0.0018157959
1498117102100,0.030227661,-0.03968811,-0.0033721924
1498117102120,0.034194946,-0.043502808,-0.012542725
1498117102140,0.024871826,-0.03907776,-0.026428223
1498117102161,-0.03239441,-0.02609253,-0.02658081
1498117102181,-0.06414795,-0.026397705,-0.013153076
1498117102201,-0.031784058,-0.045333862,-0.013153076
1498117102221,0.0076141357,-0.028839111,-0.022003174
1498117102241,0.016326904,-0.013259888,-0.027664185
1498117102261,0.00730896,-0.019226074,-0.045059204
1498117102281,0.012207031,-0.025024414,-0.06706238
1498117102303,-0.007797241,-0.011428833,-0.07347107
1498117102322,-0.014373779,-0.020141602,-0.06536865
1498117102341,-0.012527466,-0.014343262,-0.05697632
1498117102365,-0.011169434,1.6784668E-4,-0.067977905
1498117102382,-0.011779785,-0.0135650635,-0.06124878
1498117102402,-0.014678955,0.0113220215,-0.03315735
1498117102429,-0.009490967,-0.012802124,-0.005203247
1498117102443,0.036026,-0.01953125,0.001663208
1498117102463,0.040298462,-0.009597778,-0.0013885498
1498117102483,0.018310547,-0.020904541,-0.0045928955
1498117102503,0.0033416748,-0.010971069,-0.018341064
1498117102523,-0.011306763,-5.950928E-4,-0.023986816
1498117102543,-0.015899658,0.0058288574,-0.031326294
1498117102564,-0.021240234,-0.010665894,-0.03727722
1498117102588,0.006088257,-0.019073486,-0.034072876
1498117102603,0.015411377,0.0015411377,-0.034988403
1498117102624,-0.0036773682,-0.010055542,-0.038497925
1498117102644,-0.012390137,0.016662598,-0.045669556
1498117102664,-0.03300476,0.033920288,-0.050720215
1498117102684,-0.049957275,0.01940918,-0.040023804
1498117102706,-0.023071289,0.0113220215,-0.023529053
1498117102724,-0.003982544,0.01864624,-0.0178833
1498117102744,-0.051483154,0.030410767,-0.015594482
1498117102766,-0.0635376,0.03437805,-0.018188477
1498117102785,-0.035446167,0.012237549,-0.020935059
1498117102812,0.018920898,-0.005783081,-0.01574707
1498117102825,0.05038452,0.038650513,-0.037124634
1498117102845,0.019378662,0.028274536,-0.032546997
1498117102866,-0.0019989014,0.016967773,-0.024597168
1498117102889,-0.020629883,0.021865845,-0.032089233
1498117102905,-0.026428223,0.013916016,-0.032699585
1498117102935,-0.037582397,0.006134033,-0.025680542
1498117102947,-0.042617798,0.013305664,-0.02230835
1498117102967,-0.035446167,0.0016937256,-0.031784058
1498117102987,-0.002456665,0.0047454834,-0.0099487305
1498117103007,0.01663208,0.013458252,0.008377075
1498117103027,0.006088257,0.016357422,0.008377075
1498117103057,-0.024291992,0.0018463135,-0.0032196045
1498117103067,-0.03147888,-1.373291E-4,-0.013000488
1498117103088,-0.013458252,-1.373291E-4,-0.023986816
1498117103107,-0.011474609,0.006591797,-0.023529053
1498117103127,-0.016967773,1.6784668E-4,-0.019714355
1498117103147,-0.011779785,0.004135132,-0.0154418945
1498117103168,-0.007949829,0.0021514893,-0.01071167
1498117103188,-0.0126953125,-0.00944519,-0.014526367
1498117103208,-0.03437805,-0.019073486,-0.0048980713
1498117103229,-0.03437805,0.005218506,-0.02658081
1498117103248,-0.03239441,-0.013259888,-0.033920288
1498117103270,-0.027801514,0.0058288574,-0.026290894
1498117103288,-0.011169434,-1.373291E-4,-0.0337677
1498117103308,-0.019561768,-0.0131073,-0.031326294
1498117103328,-0.031173706,-0.009902954,-0.028274536
1498117103349,-0.021697998,-0.0027313232,-0.018035889
1498117103370,-0.015289307,-0.0076141357,-9.3078613E-4
1498117103389,4.4250488E-4,0.0068969727,0.0033416748
1498117103409,0.005783081,0.003829956,0.0053253174
1498117103429,-0.004135132,0.006439209,-0.006286621
1498117103456,-0.014526367,0.013458252,-0.016967773
1498117103471,-0.038650513,0.0140686035,-0.03453064
1498117103493,-0.045059204,-9.0026855E-4,-0.041397095
1498117103510,-0.038345337,-0.005935669,-0.04812622
1498117103530,-0.034072876,0.0023040771,-0.037124634
1498117103550,-0.009628296,-0.0012054443,-0.026428223
1498117103571,4.4250488E-4,0.0012359619,-0.02507019
1498117103594,0.0119018555,-0.0066986084,-0.035751343
1498117103610,0.0041046143,-0.0054779053,-0.02368164
1498117103631,0.007461548,0.020324707,-0.019866943
1498117103651,-0.005203247,0.015136719,-0.03224182
1498117103671,-0.01071167,0.0055236816,-0.02017212
1498117103691,5.950928E-4,0.009796143,-0.008117676
1498117103711,-0.0076446533,0.018493652,-0.0059814453
1498117103731,-0.016357422,6.2561035E-4,-0.0029144287
1498117103752,-0.012527466,-0.012191772,-0.011474609
1498117103773,-0.0074920654,-0.013412476,-0.010253906
1498117103792,-0.0061187744,0.005065918,-0.007507324
1498117103812,-0.0058135986,-0.0025787354,-0.002609253
1498117103832,-0.0035247803,9.3078613E-4,-0.014526367
1498117103852,-0.010101318,0.0047454834,-0.03315735
1498117103873,-0.009796143,0.010101318,-0.023376465
1498117103892,0.0065460205,-0.0024261475,-0.03147888
1498117103913,-0.020324707,-0.0022735596,-0.017578125
1498117103933,-0.063690186,0.013305664,-0.0078125
1498117103953,-0.07133484,-0.0024261475,0.010818481
1498117103974,-0.040634155,-0.004257202,0.011276245
1498117103994,-0.031311035,0.02230835,0.005783081
1498117104013,-0.01940918,0.032089233,-0.014984131
1498117104034,0.015411377,0.0140686035,-0.034225464
1498117104053,0.048080444,0.028427124,-0.054382324
1498117104074,0.022125244,0.028579712,-0.06185913
1498117104136,0.016784668,0.01864624,-0.063079834
1498117104136,0.019683838,0.022613525,-0.05545044
1498117104136,0.0132751465,0.02720642,-0.040481567
1498117104154,-0.0030670166,0.0113220215,-0.020629883
1498117104175,-0.015594482,0.0043029785,-0.016967773
1498117104195,-0.015136719,0.011779785,-1.5258789E-5
1498117104215,-0.034683228,0.013305664,0.0021209717
1498117104235,-0.028411865,0.013916016,-0.008880615
1498117104255,-0.018798828,0.010253906,0.003036499
1498117104276,-0.012832642,0.008575439,0.0053253174
1498117104295,-0.023223877,0.0053710938,-0.007965088
1498117104316,-0.009796143,-0.0050201416,-0.037887573
1498117104335,0.005630493,-0.0048675537,-0.054229736
1498117104356,0.0063934326,0.0032196045,-0.059570313
1498117104377,-0.0048980713,4.7302246E-4,-0.058654785
1498117104397,-0.009017944,0.012542725,-0.047058105
1498117104418,-0.01574707,0.019714355,-0.032699585
1498117104436,-0.023223877,-0.0037994385,-0.023834229
1498117104457,-0.025360107,-0.0013580322,-0.009796143
1498117104477,-0.027648926,0.020324707,0.008071899
1498117104497,-0.031173706,0.024597168,0.015106201
1498117104517,-0.007797241,0.010101318,-0.002609253
1498117104537,0.0041046143,0.012084961,-0.025512695
1498117104557,-0.032546997,0.0178833,-0.018188477
1498117104578,-0.08308411,0.03147888,-0.014373779
1498117104598,-0.09439087,0.023529053,-0.003829956
1498117104618,-0.05819702,-0.007461548,0.0062408447
1498117104639,-0.0018463135,0.0068969727,0.011886597
1498117104658,0.0050201416,0.041397095,0.0077667236
1498117104678,-0.013000488,0.018493652,-0.009796143
1498117104698,-0.01651001,-0.0037994385,-7.7819824E-4
1498117104718,-0.036972046,0.013000488,0.0051727295
1498117104740,-0.04109192,0.011932373,0.0015106201
1498117104758,-0.037124634,0.006591797,-0.0016937256
1498117104779,-0.04750061,0.009033203,-6.2561035E-4
1498117104799,-0.0488739,-0.0024261475,0.0013580322
1498117104819,-0.04093933,-0.0028839111,-0.002456665
1498117104839,-0.033309937,0.011016846,-0.008575439
1498117104859,-0.03453064,0.014526367,7.4768066E-4
1498117104880,-0.034835815,0.01940918,0.0015106201
1498117104900,-0.030258179,0.015899658,7.4768066E-4
1498117104920,-0.027038574,0.010101318,0.0022735596
1498117104940,-0.024902344,0.011932373,-0.022766113
1498117104960,-0.03161621,0.010406494,-0.02017212
1498117104984,-0.039871216,0.011474609,-0.017425537
1498117105000,-0.044296265,0.020629883,-0.016204834
1498117105020,-0.043380737,-0.0051727295,-0.016204834
1498117105041,-0.022155762,0.0058288574,-0.011474609
1498117105061,-0.025970459,0.018035889,-0.009033203
1498117105081,-0.0337677,-0.006088257,-0.0073394775
1498117105128,-0.021697998,-0.020904541,-0.0047454834
1498117105128,-0.0021514893,0.002456665,-0.0059814453
1498117105142,-0.0059661865,0.015594482,-0.019561768
1498117105161,-0.037582397,-0.001663208,-0.023223877
1498117105182,-0.03666687,-0.0024261475,-0.014221191
1498117105202,0.0012054443,-0.0048675537,-0.014221191
1498117105227,0.010986328,-0.008987427,-0.022613525
1498117105246,-0.01071167,0.016204834,-0.018035889
1498117105262,-0.061706543,0.02230835,0.0013580322
1498117105283,-0.0635376,-0.0048675537,0.014343262
1498117105307,-0.016967773,-0.0146484375,0.009597778
1498117105322,0.010528564,0.01071167,0.004257202
1498117105343,-0.0073394775,0.023391724,-0.010406494
1498117105363,-0.010543823,-4.4250488E-4,-0.019104004
1498117105384,0.004257202,-2.89917E-4,-0.0140686035
1498117105403,-0.0036773682,0.0033874512,-0.0012359619
1498117105423,-0.0013885498,-0.016479492,0.023651123
1498117105444,0.025024414,-0.015396118,-0.0030670166
1498117105464,0.0018157959,-0.0036468506,-0.020629883
1498117105484,-0.04689026,-0.0034942627,-0.0030670166
1498117105504,-0.047348022,-0.014480591,0.012802124
1498117105524,-0.0056610107,0.003829956,0.015411377
1498117105545,0.015716553,0.02796936,0.0131073
1498117105574,-0.006576538,0.018798828,-0.0027618408
1498117105588,0.009902954,-0.0037994385,-0.009490967
1498117105604,0.031906128,-0.0034942627,-0.0032196045
1498117105624,0.027633667,0.019866943,0.0068511963
1498117105645,-0.014678955,0.015899658,0.0034942627
1498117105665,-0.032546997,-0.010818481,-0.0044403076
1498117105686,2.89917E-4,0.022613525,-0.0056762695
1498117105706,-0.011917114,0.022781372,-0.0015411377
1498117105726,-0.02078247,-0.003189087,-0.0061187744
1498117105746,-4.7302246E-4,0.024597168,-0.008728027
1498117105766,-0.020935059,0.03742981,-0.003829956
1498117105787,-0.03666687,4.7302246E-4,0.0037994385
1498117105806,-0.010543823,-0.003036499,-0.010101318
1498117105826,-0.0013885498,0.027511597,-0.018798828
1498117105846,-0.01361084,0.028274536,-0.007507324
1498117105866,-0.017425537,-0.0027313232,-0.0019989014
1498117105887,-0.0021514893,0.0023040771,1.373291E-4
1498117105907,0.007003784,0.017120361,-0.013458252
1498117105927,-0.007949829,0.03239441,-0.015594482
1498117105947,-0.0018463135,0.03010559,-0.016052246
1498117105967,-0.0021514893,0.004135132,-0.01864624
1498117105998,-0.021087646,0.008728027,-0.019561768
1498117106009,-0.04170227,0.0018463135,-0.0053710938
1498117106029,-0.03086853,-0.0066986084,-0.0023040771
1498117106050,-0.018951416,-0.0033416748,-0.0058135986
1498117106068,-0.008407593,0.013916016,-0.012390137
1498117106090,0.0036468506,0.009490967,-0.024139404
1498117106108,0.010375977,0.0016937256,-0.023223877
1498117106128,-0.0074920654,0.0027770996,-0.022766113
1498117106149,-0.013916016,0.008270264,-0.016204834
1498117106169,-0.003982544,0.0019989014,-0.015899658
1498117106190,0.021209717,0.008575439,-0.013000488
1498117106209,0.0068511963,0.028121948,-0.021697998
1498117106229,-0.021087646,0.021865845,-0.03086853
1498117106249,-0.018341064,0.0044403076,-0.016357422
1498117106269,0.004714966,0.0029144287,0.001663208
1498117106290,0.031600952,0.01651001,-0.002456665
1498117106310,0.005935669,0.027053833,-0.012542725
1498117106330,-0.013458252,0.0099487305,-0.01727295
1498117106350,-0.009796143,0.016052246,-0.013305664
1498117106370,-0.017578125,0.005218506,-0.0070343018
1498117106391,-0.015289307,0.018951416,-0.014678955
1498117106410,-0.022766113,0.021392822,-0.026885986
1498117106430,-0.023529053,0.024765015,-0.02230835
1498117106451,-0.025817871,0.008422852,-0.019866943
1498117106471,-0.015899658,0.009490967,-0.021087646
1498117106491,-0.0062713623,0.010101318,-0.020324707
1498117106511,0.003189087,0.0236969,-0.020629883
1498117106531,-0.0140686035,0.025985718,-0.009338379
1498117106551,-0.024139404,-4.4250488E-4,-0.011779785
1498117106571,-0.0070343018,0.012084961,-0.014678955
1498117106593,-0.007797241,0.023086548,-0.014831543
1498117106612,-0.011016846,0.02154541,-0.014678955
1498117106632,-0.0019989014,0.016052246,-0.0072021484
1498117106652,0.0034942627,0.0073547363,0.014953613
1498117106672,0.012512207,0.018341064,-1.6784668E-4
1498117106695,0.010681152,4.7302246E-4,-0.03727722
1498117106712,0.018005371,0.016662598,-0.038497925
1498117106733,0.03694153,0.019104004,-0.03605652
1498117106752,0.024871826,-0.009597778,-0.043533325
1498117106774,-0.0047454834,-0.0037994385,-0.04949951
1498117106794,-0.048110962,0.012542725,-0.017425537
1498117106813,-0.041244507,0.014526367,0.010055542
1498117106833,-0.0047454834,0.006591797,0.014953613
1498117106854,0.014953613,0.0056762695,0.039230347
1498117106873,0.04824829,0.014984131,0.052978516
1498117106894,0.045944214,0.015899658,0.035720825
1498117106914,0.019683838,0.025680542,-0.009796143
1498117106934,-0.022003174,3.2043457E-4,-0.019104004
1498117106954,-0.0018463135,0.0016937256,-0.014221191
1498117106974,0.021972656,-0.0076141357,-0.026428223
1498117106995,0.0010528564,3.2043457E-4,-0.030258179
1498117107015,-0.016967773,0.003829956,-0.0099487305
1498117107034,-0.018341064,0.009796143,0.021362305
1498117107055,-0.023834229,0.0055236816,0.029144287
1498117107075,-0.009796143,7.7819824E-4,0.025177002
1498117107095,-0.0045928955,0.019561768,0.012054443
1498117107115,-0.027801514,0.013153076,0.0033416748
1498117107137,-0.03529358,-0.008377075,-3.2043457E-4
1498117107155,-0.0116119385,0.0035247803,-0.011627197
1498117107175,-0.0032196045,0.01727295,-0.0035247803
1498117107196,-0.014373779,0.014678955,-0.0021514893
1498117107217,-0.026123047,-0.008682251,0.0010528564
1498117107236,-0.006729126,0.0044403076,0.003189087
1498117107256,-0.019714355,0.013000488,0.00440979
1498117107276,-0.02734375,-0.005783081,0.0048675537
1498117107297,-0.029022217,0.0029144287,1.373291E-4
1498117107317,-0.031784058,0.02520752,-0.007659912
1498117107337,-0.060638428,0.011932373,-0.019866943
1498117107357,-0.059570313,0.0018463135,-0.03437805
1498117107377,-0.04093933,0.007507324,-0.010406494
1498117107398,-0.043533325,0.017425537,0.0079193115
1498117107417,-0.05682373,0.0073547363,-0.0033721924
1498117107437,-0.04109192,0.020629883,0.010818481
1498117107458,-0.019866943,0.022476196,0.019836426
1498117107478,-0.008407593,0.0013885498,0.022888184
1498117107498,-0.0070343018,-0.0010528564,-7.7819824E-4
1498117107518,-0.039108276,0.0033874512,-0.014984131
1498117107538,-0.056518555,0.010559082,-0.0056762695
1498117107559,-0.04612732,1.5258789E-5,0.007461548
1498117107578,-0.019714355,-9.0026855E-4,-0.012542725
1498117107599,-0.009017944,0.007965088,-0.022766113
1498117107619,-0.009017944,0.036361694,-0.030715942
1498117107639,-0.029327393,0.0154418945,-0.028411865
1498117107659,-0.03727722,0.008575439,-0.022003174
1498117107679,-0.03453064,0.018035889,-0.017578125
1498117107699,-0.02658081,0.02078247,-0.019256592
1498117107720,-0.027648926,0.012542725,-0.028884888
1498117107740,-0.03605652,-0.0025787354,-0.022918701
1498117107759,-0.04032898,0.003692627,-0.021850586
1498117107780,-0.036361694,0.0023040771,-0.011016846
1498117107801,-0.023376465,0.010559082,0.006088257
1498117107820,-0.013137817,0.0055236816,-0.002456665
1498117107840,-0.013763428,0.009643555,-0.01864624
1498117107860,-0.02154541,0.016052246,-0.020935059
1498117107881,-0.020019531,0.009643555,-0.009185791
