userid,floorid,coordx,coordy,timestamp,wifiinfos,orient
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1.200,6.050,1515070530175,d4:94:e8:21:6b:20|-69;00:24:01:7a:8c:c8|-62;00:27:19:2c:10:c4|-48;ee:26:ca:ac:f2:f8|-82;d4:94:e8:21:3d:70|-52;d4:94:e8:1e:a2:70|-56;d4:94:e8:21:28:70|-58;d4:94:e8:21:26:f0|-61;d4:94:e8:21:28:f0|-59;d4:94:e8:1e:8d:10|-58;d4:94:e8:21:6b:30|-72;d4:94:e8:21:67:10|-63;d4:94:e8:21:27:70|-74;d4:94:e8:21:24:d0|-78;d4:94:e8:21:0a:b0|-85;d4:94:e8:21:27:30|-85;d4:94:e8:21:27:50|-83;d4:94:e8:21:27:90|-84;00:06:f4:af:50:20|-88;ee:26:ca:a8:f2:f8|-66;d4:94:e8:21:34:70|-73;d4:94:e8:1e:a2:60|-55;d4:94:e8:1e:8d:30|-80;d4:94:e8:1e:8d:20|-62;d4:94:e8:1e:af:20|-74;d4:94:e8:21:0a:a0|-74;d4:94:e8:21:27:b0|-89;8c:ab:8e:e3:50:90|-87;d4:94:e8:1e:8d:00|-55;d4:94:e8:21:28:e0|-61;2c:30:33:f4:6f:35|-86;d4:94:e8:21:34:60|-77;d4:94:e8:21:6a:a0|-81;d4:94:e8:21:3d:60|-47;d4:94:e8:21:27:60|-75;fc:d7:33:fe:96:2d|-75;d4:94:e8:02:27:a0|-77;d4:94:e8:21:28:50|-88,1.4094
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1.200,6.050,1515070530746,d4:94:e8:21:6b:20|-64;00:24:01:7a:8c:c8|-62;00:27:19:2c:10:c4|-48;ee:26:ca:ac:f2:f8|-82;d4:94:e8:21:3d:70|-52;d4:94:e8:1e:a2:70|-56;d4:94:e8:21:28:70|-58;d4:94:e8:21:26:f0|-61;d4:94:e8:21:28:f0|-59;d4:94:e8:1e:8d:10|-58;d4:94:e8:21:6b:30|-72;d4:94:e8:21:67:10|-63;d4:94:e8:21:27:70|-74;d4:94:e8:21:24:d0|-78;d4:94:e8:21:0a:b0|-85;d4:94:e8:21:27:30|-85;d4:94:e8:21:27:50|-83;d4:94:e8:21:27:90|-84;00:06:f4:af:50:20|-88;ee:26:ca:a8:f2:f8|-66;d4:94:e8:21:34:70|-73;d4:94:e8:1e:a2:60|-55;d4:94:e8:1e:8d:30|-80;d4:94:e8:21:0a:a0|-74;d4:94:e8:21:27:b0|-89;8c:ab:8e:e3:50:90|-87;d4:94:e8:1e:8d:00|-55;d4:94:e8:21:28:e0|-61;2c:30:33:f4:6f:35|-86;d4:94:e8:21:3d:60|-47;d4:94:e8:21:27:60|-75;fc:d7:33:fe:96:2d|-75;d4:94:e8:02:27:a0|-77;d4:94:e8:21:28:50|-88,1.4118
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1.200,6.050,1515070531296,d4:94:e8:21:6b:20|-64;00:24:01:7a:8c:c8|-62;00:27:19:2c:10:c4|-48;ee:26:ca:ac:f2:f8|-82;d4:94:e8:21:3d:70|-52;d4:94:e8:1e:a2:70|-56;d4:94:e8:21:28:70|-58;d4:94:e8:21:26:f0|-61;d4:94:e8:21:28:f0|-59;d4:94:e8:1e:8d:10|-58;d4:94:e8:21:6b:30|-72;d4:94:e8:21:67:10|-63;d4:94:e8:21:27:70|-74;d4:94:e8:21:24:d0|-78;d4:94:e8:21:0a:b0|-85;d4:94:e8:21:27:30|-85;d4:94:e8:21:27:50|-83;d4:94:e8:21:27:90|-84;00:06:f4:af:50:20|-88;ee:26:ca:a8:f2:f8|-66;d4:94:e8:21:34:70|-73;d4:94:e8:1e:a2:60|-55;d4:94:e8:1e:8d:30|-80;d4:94:e8:21:0a:a0|-74;d4:94:e8:21:27:b0|-89;8c:ab:8e:e3:50:90|-87;d4:94:e8:1e:8d:00|-55;d4:94:e8:21:28:e0|-61;2c:30:33:f4:6f:35|-86;d4:94:e8:21:3d:60|-47;d4:94:e8:21:27:60|-75;fc:d7:33:fe:96:2d|-75;d4:94:e8:02:27:a0|-77;d4:94:e8:21:28:50|-88,1.4209
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1.200,6.050,1515070531869,d4:94:e8:21:6b:20|-64;00:24:01:7a:8c:c8|-62;00:27:19:2c:10:c4|-48;ee:26:ca:ac:f2:f8|-82;d4:94:e8:21:3d:70|-52;d4:94:e8:1e:a2:70|-56;d4:94:e8:21:28:70|-58;d4:94:e8:21:26:f0|-61;d4:94:e8:21:28:f0|-59;d4:94:e8:1e:8d:10|-58;d4:94:e8:21:6b:30|-72;d4:94:e8:21:67:10|-63;d4:94:e8:21:27:70|-74;d4:94:e8:21:24:d0|-78;d4:94:e8:21:0a:b0|-85;d4:94:e8:21:27:30|-85;d4:94:e8:21:27:50|-83;d4:94:e8:21:27:90|-84;00:06:f4:af:50:20|-88;ee:26:ca:a8:f2:f8|-66;d4:94:e8:21:34:70|-73;d4:94:e8:1e:a2:60|-55;d4:94:e8:1e:8d:30|-80;d4:94:e8:21:0a:a0|-74;d4:94:e8:21:27:b0|-89;8c:ab:8e:e3:50:90|-87;d4:94:e8:1e:8d:00|-55;d4:94:e8:21:28:e0|-61;2c:30:33:f4:6f:35|-86;d4:94:e8:21:3d:60|-47;d4:94:e8:21:27:60|-75;fc:d7:33:fe:96:2d|-75;d4:94:e8:02:27:a0|-77;d4:94:e8:21:28:50|-88,1.4103
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1.200,6.050,1515070534606,d4:94:e8:21:6b:20|-64;00:24:01:7a:8c:c8|-60;00:27:19:2c:10:c4|-48;ee:26:ca:ac:f2:f8|-81;d4:94:e8:21:3d:70|-52;d4:94:e8:1e:a2:70|-53;d4:94:e8:21:28:70|-56;d4:94:e8:21:26:f0|-59;d4:94:e8:21:28:f0|-58;d4:94:e8:1e:8d:10|-58;d4:94:e8:21:6b:30|-75;d4:94:e8:21:67:10|-61;d4:94:e8:21:27:70|-74;d4:94:e8:21:24:d0|-78;d4:94:e8:21:0a:b0|-85;d4:94:e8:21:27:30|-86;d4:94:e8:21:27:50|-85;d4:94:e8:21:27:90|-85;00:06:f4:af:50:20|-89;ee:26:ca:a8:f2:f8|-66;d4:94:e8:21:34:70|-72;d4:94:e8:1e:a2:60|-45;d4:94:e8:1e:8d:30|-84;d4:94:e8:21:0a:a0|-74;d4:94:e8:21:27:b0|-88;8c:ab:8e:e3:50:90|-87;d4:94:e8:1e:8d:00|-58;d4:94:e8:21:28:e0|-57;2c:30:33:f4:6f:35|-86;d4:94:e8:21:3d:60|-47;d4:94:e8:21:27:60|-75;fc:d7:33:fe:96:2d|-75;d4:94:e8:02:27:a0|-77;d4:94:e8:21:28:50|-88;d4:94:e8:21:26:e0|-65;d4:94:e8:21:67:00|-74;d4:94:e8:21:23:60|-78;d4:94:e8:21:66:d0|-87,1.4180
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1.200,6.050,1515070535189,d4:94:e8:21:6b:20|-65;00:24:01:7a:8c:c8|-60;00:27:19:2c:10:c4|-48;ee:26:ca:ac:f2:f8|-81;d4:94:e8:21:3d:70|-52;d4:94:e8:1e:a2:70|-53;d4:94:e8:21:28:70|-56;d4:94:e8:21:26:f0|-59;d4:94:e8:21:28:f0|-58;d4:94:e8:1e:8d:10|-58;d4:94:e8:21:6b:30|-75;d4:94:e8:21:67:10|-61;d4:94:e8:21:27:70|-74;d4:94:e8:21:24:d0|-78;d4:94:e8:21:0a:b0|-85;d4:94:e8:21:27:30|-86;d4:94:e8:21:27:50|-85;d4:94:e8:21:27:90|-85;00:06:f4:af:50:20|-89;ee:26:ca:a8:f2:f8|-66;d4:94:e8:21:34:70|-72;d4:94:e8:1e:a2:60|-45;d4:94:e8:1e:8d:30|-84;d4:94:e8:21:0a:a0|-74;d4:94:e8:21:27:b0|-88;8c:ab:8e:e3:50:90|-87;d4:94:e8:1e:8d:00|-58;d4:94:e8:21:28:e0|-57;2c:30:33:f4:6f:35|-86;d4:94:e8:21:3d:60|-47;d4:94:e8:21:27:60|-75;fc:d7:33:fe:96:2d|-75;d4:94:e8:02:27:a0|-77;d4:94:e8:21:28:50|-88;d4:94:e8:21:26:e0|-65;d4:94:e8:21:67:00|-74;d4:94:e8:21:23:60|-78;d4:94:e8:21:66:d0|-87,1.3952
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1.200,6.050,1515070535752,d4:94:e8:21:6b:20|-65;00:24:01:7a:8c:c8|-60;00:27:19:2c:10:c4|-48;ee:26:ca:ac:f2:f8|-81;d4:94:e8:21:3d:70|-52;d4:94:e8:1e:a2:70|-53;d4:94:e8:21:28:70|-56;d4:94:e8:21:26:f0|-59;d4:94:e8:21:28:f0|-58;d4:94:e8:1e:8d:10|-58;d4:94:e8:21:6b:30|-75;d4:94:e8:21:67:10|-61;d4:94:e8:21:27:70|-74;d4:94:e8:21:24:d0|-78;d4:94:e8:21:0a:b0|-85;d4:94:e8:21:27:30|-86;d4:94:e8:21:27:50|-85;d4:94:e8:21:27:90|-85;00:06:f4:af:50:20|-89;ee:26:ca:a8:f2:f8|-66;d4:94:e8:21:34:70|-72;d4:94:e8:1e:a2:60|-45;d4:94:e8:1e:8d:30|-84;d4:94:e8:21:0a:a0|-74;d4:94:e8:21:27:b0|-88;8c:ab:8e:e3:50:90|-87;d4:94:e8:1e:8d:00|-58;d4:94:e8:21:28:e0|-57;2c:30:33:f4:6f:35|-86;d4:94:e8:21:3d:60|-47;d4:94:e8:21:27:60|-75;fc:d7:33:fe:96:2d|-75;d4:94:e8:02:27:a0|-77;d4:94:e8:21:28:50|-88;d4:94:e8:21:26:e0|-65;d4:94:e8:21:67:00|-74;d4:94:e8:21:23:60|-78;d4:94:e8:21:66:d0|-87,1.4101
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1.200,6.050,1515070536322,d4:94:e8:21:6b:20|-65;00:24:01:7a:8c:c8|-60;00:27:19:2c:10:c4|-48;ee:26:ca:ac:f2:f8|-81;d4:94:e8:21:3d:70|-52;d4:94:e8:1e:a2:70|-53;d4:94:e8:21:28:70|-56;d4:94:e8:21:26:f0|-59;d4:94:e8:21:28:f0|-58;d4:94:e8:1e:8d:10|-58;d4:94:e8:21:6b:30|-75;d4:94:e8:21:67:10|-61;d4:94:e8:21:27:70|-74;d4:94:e8:21:24:d0|-78;d4:94:e8:21:0a:b0|-85;d4:94:e8:21:27:30|-86;d4:94:e8:21:27:50|-85;d4:94:e8:21:27:90|-85;00:06:f4:af:50:20|-89;ee:26:ca:a8:f2:f8|-66;d4:94:e8:21:34:70|-72;d4:94:e8:1e:a2:60|-45;d4:94:e8:1e:8d:30|-84;d4:94:e8:21:0a:a0|-74;d4:94:e8:21:27:b0|-88;8c:ab:8e:e3:50:90|-87;d4:94:e8:1e:8d:00|-58;d4:94:e8:21:28:e0|-57;2c:30:33:f4:6f:35|-86;d4:94:e8:21:3d:60|-47;d4:94:e8:21:27:60|-75;fc:d7:33:fe:96:2d|-75;d4:94:e8:02:27:a0|-77;d4:94:e8:21:28:50|-88;d4:94:e8:21:26:e0|-65;d4:94:e8:21:67:00|-74;d4:94:e8:21:23:60|-78;d4:94:e8:21:66:d0|-87,1.4069
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1.200,6.050,1515070539098,d4:94:e8:21:6b:20|-65;00:24:01:7a:8c:c8|-59;00:27:19:2c:10:c4|-46;ee:26:ca:ac:f2:f8|-81;d4:94:e8:21:3d:70|-52;d4:94:e8:1e:a2:70|-54;d4:94:e8:21:28:70|-54;d4:94:e8:21:26:f0|-59;d4:94:e8:21:28:f0|-58;d4:94:e8:1e:8d:10|-58;d4:94:e8:21:6b:30|-74;d4:94:e8:21:67:10|-60;d4:94:e8:21:27:70|-77;d4:94:e8:21:24:d0|-76;d4:94:e8:21:0a:b0|-84;d4:94:e8:21:27:30|-87;d4:94:e8:21:27:50|-86;d4:94:e8:21:27:90|-85;00:06:f4:af:50:20|-89;ee:26:ca:a8:f2:f8|-66;d4:94:e8:21:34:70|-72;d4:94:e8:1e:a2:60|-45;d4:94:e8:1e:8d:30|-84;d4:94:e8:21:0a:a0|-74;d4:94:e8:21:27:b0|-88;8c:ab:8e:e3:50:90|-87;d4:94:e8:1e:8d:00|-58;d4:94:e8:21:28:e0|-57;2c:30:33:f4:6f:35|-82;d4:94:e8:21:3d:60|-47;d4:94:e8:21:27:60|-75;fc:d7:33:fe:96:2d|-75;d4:94:e8:02:27:a0|-77;d4:94:e8:21:28:50|-88;d4:94:e8:21:26:e0|-65;d4:94:e8:21:67:00|-74;d4:94:e8:21:23:60|-78;d4:94:e8:21:66:d0|-87,1.3839
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1.200,6.050,1515070539668,d4:94:e8:21:6b:20|-65;00:24:01:7a:8c:c8|-59;00:27:19:2c:10:c4|-46;ee:26:ca:ac:f2:f8|-81;d4:94:e8:21:3d:70|-52;d4:94:e8:1e:a2:70|-54;d4:94:e8:21:28:70|-54;d4:94:e8:21:26:f0|-59;d4:94:e8:21:28:f0|-58;d4:94:e8:1e:8d:10|-58;d4:94:e8:21:6b:30|-74;d4:94:e8:21:67:10|-60;d4:94:e8:21:27:70|-77;d4:94:e8:21:24:d0|-76;d4:94:e8:21:0a:b0|-84;d4:94:e8:21:27:30|-87;d4:94:e8:21:27:50|-86;d4:94:e8:21:27:90|-85;00:06:f4:af:50:20|-89;ee:26:ca:a8:f2:f8|-66;d4:94:e8:21:34:70|-72;d4:94:e8:1e:a2:60|-45;d4:94:e8:1e:8d:30|-84;d4:94:e8:21:0a:a0|-74;d4:94:e8:21:27:b0|-88;8c:ab:8e:e3:50:90|-87;d4:94:e8:1e:8d:00|-58;d4:94:e8:21:28:e0|-57;2c:30:33:f4:6f:35|-82;d4:94:e8:21:3d:60|-47;d4:94:e8:21:27:60|-75;fc:d7:33:fe:96:2d|-75;d4:94:e8:02:27:a0|-77;d4:94:e8:21:28:50|-88;d4:94:e8:21:26:e0|-65;d4:94:e8:21:67:00|-74;d4:94:e8:21:23:60|-78;d4:94:e8:21:66:d0|-87,1.4303
