userid,floorid,timestamp,magn_x,magn_y,magn_z
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067268941,33.843994,15.657043,-46.218872
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067268957,-10.705566,-8.192444,-31.819153
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067268978,-9.655762,-6.692505,-30.619812
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067268998,-10.705566,-6.3934326,-31.819153
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269018,-9.655762,-7.4432373,-32.569885
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269037,-11.906433,-5.7922363,-32.418823
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269058,-9.056091,-7.2921753,-31.968689
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269078,-9.805298,-6.993103,-32.418823
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269098,-9.506226,-6.2423706,-33.468628
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269118,-8.305359,-5.7922363,-33.468628
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269138,-6.2057495,-6.993103,-31.219482
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269159,-8.605957,-4.8934937,-30.319214
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269180,-9.205627,-6.0928345,-32.868958
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269199,-8.006287,-6.5429688,-32.71942
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269219,-7.5561523,-5.342102,-31.819153
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269239,-8.605957,-6.3934326,-32.11975
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269259,-9.95636,-5.342102,-31.819153
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269281,-8.755493,-5.493164,-33.169556
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269300,-10.105896,-5.7922363,-31.968689
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269319,-8.305359,-5.493164,-33.918762
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269339,-8.755493,-5.192566,-33.169556
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269361,-7.5561523,-6.692505,-32.868958
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269379,-7.255554,-5.493164,-34.21936
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269400,-8.906555,-6.3934326,-32.569885
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269420,-9.205627,-6.0928345,-33.31909
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269440,-7.5561523,-4.8934937,-30.619812
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269462,-7.5561523,-6.3934326,-33.61969
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269480,-9.056091,-5.493164,-33.169556
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269500,-8.006287,-4.7424316,-33.918762
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269521,-8.006287,-5.192566,-32.71942
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269541,-8.155823,-5.342102,-32.868958
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269561,-7.5561523,-4.5928955,-33.61969
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269581,-7.255554,-3.993225,-33.169556
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269602,-8.755493,-6.2423706,-33.468628
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269622,-8.755493,-4.7424316,-33.468628
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269642,-8.605957,-4.8934937,-32.11975
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269664,-7.106018,-4.2922974,-32.868958
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269683,-8.906555,-6.0928345,-32.569885
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269703,-9.056091,-5.493164,-33.918762
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269724,-8.906555,-6.0928345,-32.569885
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269743,-8.155823,-4.2922974,-32.569885
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269763,-7.8567505,-5.6427,-32.868958
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269782,-8.305359,-4.7424316,-33.918762
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269804,-7.8567505,-4.2922974,-31.819153
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269823,-8.605957,-4.5928955,-33.31909
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269844,-8.906555,-6.0928345,-31.819153
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269863,-7.8567505,-5.342102,-32.569885
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269884,-8.605957,-5.6427,-33.31909
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269904,-8.755493,-3.3935547,-31.968689
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269925,-7.7056885,-3.692627,-32.71942
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269945,-10.105896,-5.7922363,-31.968689
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269965,-8.906555,-4.8934937,-34.518433
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067269985,-8.006287,-6.2423706,-32.418823
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270005,-8.155823,-6.3934326,-32.868958
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270025,-9.056091,-5.7922363,-33.468628
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270045,-8.305359,-5.493164,-32.71942
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270065,-8.155823,-4.2922974,-33.61969
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270085,-6.956482,-5.7922363,-33.918762
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270105,-8.305359,-5.192566,-32.71942
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270125,-7.8567505,-4.5928955,-33.31909
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270146,-8.906555,-3.5430908,-33.31909
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270166,-9.056091,-3.993225,-33.468628
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270186,-8.006287,-4.7424316,-33.918762
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270206,-8.006287,-3.993225,-32.71942
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270226,-7.5561523,-4.8934937,-33.61969
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270246,-8.755493,-5.7922363,-33.918762
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270266,-8.605957,-6.3934326,-32.569885
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270286,-8.305359,-5.7922363,-32.71942
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270306,-6.956482,-4.7424316,-33.468628
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270326,-6.956482,-4.4433594,-32.71942
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270347,-8.155823,-4.2922974,-32.569885
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270367,-8.755493,-4.4433594,-32.418823
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270388,-8.305359,-4.7424316,-33.169556
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270408,-8.605957,-4.8934937,-33.31909
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270428,-8.755493,-5.7922363,-32.418823
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270448,-8.155823,-5.342102,-33.31909
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067270468,-7.7056885,-5.493164,-31.968689
