Error(m)
0.0
0.015
0.02
0.024
0.066
0.092
0.154
0.176
0.198
0.232
0.295
0.302
0.322
0.357
0.391
0.425
0.455
0.515
0.532
0.552
0.562
0.592
0.595
0.65
0.645
0.684
0.918
0.876
0.876
0.851
0.862
0.832
0.839
0.793
0.791
0.743
0.698
0.666
0.667
0.66
0.646
0.594
0.593
0.538
0.533
0.519
0.488
0.442
0.417
0.391
0.408
0.361
0.348
0.344
0.33
0.335
0.317
0.348
0.368
0.419
0.434
0.487
0.487
0.502
0.512
0.565
0.575
0.644
0.704
0.786
0.837
0.897
0.98
1.039
1.088
1.157
1.212
1.274
1.355
1.446
1.505
1.613
1.66
1.718
1.761
1.856
1.956
2.07
2.123
2.182
2.251
2.745
2.712
2.702
2.685
2.692
2.672
2.663
2.656
2.698
2.681
2.672
2.687
2.711
2.766
2.766
2.837
2.895
2.933
2.972
2.997
3.093
3.098
3.129
3.173
