Error(m)
1.685
1.616
1.492
1.452
1.364
1.297
1.218
1.167
1.078
1.059
0.989
0.944
0.875
0.857
0.816
0.775
0.791
0.765
0.739
0.762
0.757
0.734
0.729
0.72
0.718
0.739
0.721
0.688
0.68
0.665
0.69
0.73
0.814
0.879
0.968
1.061
1.156
1.268
1.399
1.511
1.67
1.831
2.007
2.164
2.403
2.608
2.802
3.006
3.224
3.423
3.646
3.884
4.101
4.315
4.533
4.742
4.964
4.073
3.877
3.717
3.551
3.395
3.251
3.097
2.902
2.73
2.577
2.444
2.302
2.164
2.036
1.912
1.803
1.687
1.605
1.529
1.432
1.351
1.279
1.233
1.137
1.107
1.071
1.0
0.948
0.866
0.853
0.83
0.771
0.757
0.724
0.7
0.685
0.695
0.699
0.699
0.725
0.753
0.758
0.828
0.863
0.934
1.016
1.108
1.199
1.293
1.4
1.502
1.596
1.68
1.788
1.901
2.024
2.099
