EX(m),EY(m)
49.8,59.15
49.818,59.871
49.855,60.591
49.852,61.312
49.872,62.032
49.869,62.753
49.87,63.474
49.831,64.194
49.83,64.915
49.795,65.635
49.792,66.356
49.779,67.077
49.786,67.798
49.785,68.519
49.807,69.239
49.807,69.96
49.805,70.681
49.79,71.402
49.767,72.123
49.727,72.843
49.693,73.563
49.649,74.282
49.62,75.003
49.592,75.723
49.556,76.443
49.502,77.162
49.211,77.822
48.532,78.064
47.814,78.133
47.093,78.119
46.372,78.112
45.651,78.105
44.931,78.119
44.21,78.088
43.489,78.088
42.769,78.111
42.048,78.119
41.329,78.063
40.61,78.019
39.892,77.954
39.172,77.908
38.453,77.859
37.732,77.837
37.013,77.791
36.292,77.792
35.572,77.758
34.851,77.74
34.13,77.716
33.409,77.712
32.691,77.655
31.974,77.577
31.259,77.486
30.539,77.445
29.818,77.438
29.097,77.437
28.382,77.349
27.661,77.314
26.942,77.261
26.222,77.251
25.501,77.218
24.781,77.205
24.06,77.189
23.339,77.188
22.619,77.158
21.898,77.152
21.177,77.12
20.457,77.094
19.738,77.042
19.017,77.015
18.297,76.991
17.576,76.965
16.857,76.913
16.137,76.885
15.417,76.843
14.697,76.814
13.977,76.77
13.257,76.739
12.537,76.708
11.816,76.688
11.098,76.624
10.378,76.591
9.658,76.549
8.937,76.535
8.217,76.5
7.498,76.444
6.782,76.365
6.063,76.306
5.344,76.256
4.624,76.215
3.907,76.14
3.188,76.083
2.518,75.818
2.333,75.121
2.329,74.401
2.347,73.68
2.359,72.959
2.332,72.238
2.328,71.518
2.333,70.797
2.36,70.076
2.362,69.355
2.363,68.634
2.38,67.913
2.403,67.193
2.396,66.472
2.429,65.752
2.459,65.031
2.481,64.311
2.503,63.59
2.561,62.872
2.612,62.152
2.676,61.434
2.676,60.713
2.677,59.992
2.709,59.272
2.701,58.551
