userid,floorid,timestamp,azimut,pitch,roll
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578223,-0.9471302,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578251,1.6672951,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578254,1.6205087,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578272,1.7764266,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578273,1.7419975,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578292,1.5075274,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578293,1.5611651,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578312,1.6802498,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578313,1.6806834,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578332,1.5477662,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578332,1.5676337,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578352,1.7024857,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578353,1.7502766,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578372,1.7506167,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578373,1.8102472,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578392,1.8086445,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578393,1.7003736,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578411,1.6765208,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578412,1.7006855,0.0,0.0
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1520067578430,1.7102035,0.0,0.0
