Error(m)
37.538
37.556
37.571
37.662
37.662
37.69
37.741
37.755
37.794
37.827
37.842
37.864
37.884
37.91
37.936
37.986
37.973
38.014
38.051
38.098
38.131
38.177
38.193
38.23
38.268
38.302
38.654
38.426
38.379
38.389
38.402
38.426
38.478
38.511
38.534
38.554
38.561
38.585
38.605
38.63
38.68
38.736
38.768
38.805
38.897
38.97
39.025
39.062
39.099
39.148
39.194
39.25
39.29
39.308
39.351
39.372
39.423
39.45
39.496
39.557
39.585
39.634
39.693
39.729
39.738
39.792
39.87
39.964
40.05
40.143
40.213
40.289
40.372
40.444
40.517
40.599
40.647
40.728
40.805
40.9
40.966
41.06
41.141
41.205
41.251
41.292
41.382
41.484
41.553
41.711
41.994
41.967
41.874
41.79
41.708
41.594
41.529
41.444
41.347
41.286
41.207
41.132
41.06
40.951
40.879
40.787
40.678
40.612
40.532
40.443
40.385
40.302
40.251
40.188
