Error(m)
37.853
37.794
37.749
37.687
37.643
37.594
37.59
37.559
37.545
37.525
37.497
37.5
37.654
37.816
33.662
33.654
33.603
33.654
33.66
33.737
33.774
33.8
33.822
33.89
33.886
33.924
33.949
34.017
34.047
34.121
34.148
34.189
34.232
34.294
34.318
34.349
34.383
34.413
34.476
34.49
34.506
34.516
34.529
34.543
34.554
34.575
34.581
34.613
34.622
34.655
34.665
34.692
34.696
34.734
34.75
34.795
34.805
34.824
34.874
34.883
34.873
34.925
34.931
34.971
34.998
35.03
35.076
35.146
35.19
35.228
35.225
35.298
35.349
35.418
35.532
35.965
35.938
0.065
0.069
0.106
0.128
0.192
0.233
0.256
0.301
0.347
0.381
0.391
0.432
0.501
0.575
0.651
0.714
0.788
0.832
0.889
0.926
1.002
1.062
1.092
1.163
1.215
1.26
1.353
1.443
1.551
1.649
1.75
1.852
1.949
2.078
2.179
2.27
2.388
2.48
2.613
2.656
2.354
1.689
1.446
1.398
1.419
1.454
1.501
1.515
1.576
1.617
1.686
1.7
1.786
1.866
1.918
1.977
2.065
2.161
2.256
2.329
2.448
2.522
2.639
2.734
2.834
2.908
3.019
3.131
3.22
3.315
3.423
3.563
3.685
3.795
3.898
4.03
4.156
4.291
4.403
4.517
4.671
4.771
4.902
4.864
4.347
0.013
0.05
0.146
0.239
0.349
0.464
0.539
0.581
0.665
0.703
0.781
0.828
0.913
0.957
1.001
1.06
1.104
1.101
1.128
1.188
1.212
1.271
1.391
1.449
1.5
1.565
1.642
1.697
1.758
1.841
1.922
1.97
2.044
2.081
2.136
2.188
2.21
2.252
2.316
2.385
2.462
2.51
2.575
2.626
2.699
2.759
2.833
2.875
2.919
2.963
3.015
3.041
3.089
3.116
3.156
3.217
3.268
3.295
3.373
3.37
3.45
3.473
3.5
3.292
2.823
0.712
0.717
0.709
0.687
0.656
0.685
0.695
0.699
0.723
0.741
0.78
0.751
