Error(m)
35.178
35.138
35.138
35.116
35.065
35.017
34.953
34.862
34.845
34.794
34.725
34.796
34.982
35.025
34.985
34.968
34.965
34.973
34.968
34.966
35.0
34.99
35.004
34.989
35.015
34.989
35.012
35.016
35.063
35.083
35.114
35.119
35.165
35.219
35.248
35.228
35.236
35.219
35.239
35.284
35.292
35.3
35.291
35.303
35.338
35.336
35.404
35.426
35.431
35.432
35.48
35.512
35.57
35.6
35.636
35.688
35.706
35.727
35.755
35.77
35.765
35.758
35.816
35.826
35.832
35.858
35.886
35.871
35.877
35.876
35.887
35.9
35.927
36.118
36.246
36.263
36.248
36.261
36.188
36.152
36.101
36.097
36.061
36.079
36.02
35.984
35.976
35.934
35.895
35.861
35.855
35.838
35.832
35.818
35.811
35.822
35.825
35.852
35.816
35.819
35.794
35.803
35.806
35.849
35.817
35.833
35.846
35.806
35.759
35.804
35.772
35.751
35.743
35.51
35.326
35.213
35.294
35.309
35.333
35.371
35.404
35.409
35.45
35.463
35.463
35.463
35.505
35.509
35.507
35.519
35.537
35.524
35.531
35.547
35.586
35.589
35.59
35.618
35.609
35.656
35.692
35.696
35.695
35.706
35.717
35.714
35.721
35.72
35.722
35.719
35.739
35.746
35.769
35.769
35.721
35.488
35.4
35.408
35.381
35.385
35.365
35.376
35.377
35.377
35.37
35.422
35.433
35.473
35.499
35.451
35.442
35.437
35.419
35.407
35.437
35.441
35.43
35.441
35.405
35.394
35.401
35.412
35.422
35.405
35.408
35.4
35.374
35.366
35.364
35.347
35.354
35.357
35.35
35.357
35.348
35.34
35.336
35.353
35.363
35.398
35.383
35.413
35.393
35.386
35.394
35.415
35.414
35.427
35.424
35.444
35.411
35.4
35.392
35.36
35.333
35.33
35.214
35.036
34.983
34.942
34.965
34.948
34.932
34.892
34.863
34.861
34.897
34.858
34.885
