X(m),Y(m)
39.3,10.4
40.007,10.425
40.714,10.45
41.421,10.475
42.129,10.5
42.836,10.525
43.543,10.55
44.25,10.575
44.957,10.6
45.664,10.625
46.371,10.65
47.079,10.675
47.786,10.7
48.493,10.725
49.2,10.75
49.55,11.45
49.567,12.14
49.583,12.83
49.6,13.52
49.617,14.21
49.633,14.9
49.65,15.59
49.667,16.28
49.683,16.97
49.7,17.66
49.717,18.35
49.733,19.04
49.75,19.73
49.767,20.42
49.783,21.11
49.8,21.8
