userid,floorid,timestamp,magn_x,magn_y,magn_z
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914254,18.4,-21.5,-16.0
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914261,17.5,-21.9,-13.9
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914263,16.7,-18.9,-13.9
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914283,16.7,-21.9,-11.1
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914296,16.2,-22.3,-12.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914316,16.2,-22.8,-11.6
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914337,16.2,-22.3,-10.8
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914356,15.2,-22.3,-12.2
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914382,15.2,-22.3,-12.2
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914396,14.6,-21.7,-10.0
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914417,14.6,-21.7,-9.1
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914437,13.9,-22.2,-10.6
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914457,14.6,-21.8,-10.0
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914493,14.6,-21.8,-10.7
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914508,15.0,-22.4,-11.2
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914530,14.5,-21.1,-9.9
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914549,14.5,-21.1,-11.3
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914569,13.6,-21.8,-10.8
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914591,13.6,-21.8,-10.8
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914610,15.0,-21.8,-10.8
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914629,15.0,-21.8,-10.8
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914649,15.0,-21.8,-10.8
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914670,14.6,-21.8,-10.8
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914689,14.6,-21.8,-10.8
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914709,14.6,-21.8,-10.8
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914728,14.2,-21.8,-10.8
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914748,14.2,-21.8,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914769,14.2,-21.8,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914789,14.2,-21.8,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914808,14.2,-21.3,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914830,14.2,-21.3,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914850,14.2,-21.3,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914867,14.2,-21.3,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914894,14.2,-21.3,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914907,13.8,-20.8,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914928,13.8,-20.8,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914946,13.8,-20.8,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914966,13.8,-20.8,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632914986,13.8,-20.4,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632915006,13.8,-20.4,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632915026,13.8,-20.4,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632915046,13.8,-20.4,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632915066,13.8,-20.0,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632915087,13.8,-20.0,-10.4
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632915106,14.2,-20.0,-10.8
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632915125,14.2,-19.6,-10.8
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632915147,14.2,-19.6,-10.8
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632915167,14.2,-19.6,-11.2
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632915188,14.7,-19.2,-11.2
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632915207,14.7,-19.2,-11.2
bXNtODkxNi1Db29scGFkIDg2NzUtRkhE,1305,1519632915227,14.7,-19.2,-11.2
